Loc,Item,Size,Description,Botanical Name,Common Name,Zone,Condition,Current Specs,Qty Open,Qty Alloc Rem Thru 12/31/13,Qty Alloc Rem Thru 06/30/14,Net Avail Qty,Min Order Qty,List Price,Net Price,Sale Price,AVL Flag,,
GA,030491,#1,CUPHEA HYSSOPIFOLIA,Cuphea hyssopifolia                                         ,Mexican Heather                                             ,08,EXCEPTIONAL / BUDS & BLOOMS,CAN FULL,     ,     , 4 , 4 , 10 , 4.75 , 3.66 ,          ,I,,
CA,088912,#2,CYNARA SCO GREEN GLOBE,Cynara scolymus 'Improved Green Globe'                      ,Improved Green Globe Artichoke                              ,06,-,"9""H - 10""S", 223 ,     ,     , 223 , 5 , 14.00 , 10.78 ,          , ,,
OR,031385,#5,CYTISUS ALLGOLD,Cytisus x praecox 'Allgold'                                 ,Allgold Scotch Broom                                        ,06,BUDS & BLOOMS,"15""H - 15""S", 7 ,     , 60 , 67 , 5 , 19.75 , 15.21 ,          , ,,
OR,031365,#5,CYTISUS LENA,Cytisus x 'Lena' (Dallimorei hybrid)                        ,Lena Scotch Broom                                           ,06,BUDS,"15""H - 16""S",     ,     , 20 , 9 , 5 , 19.75 , 15.21 ,          , ,,
CA,038205,#5,CYTISUS X SPACHIANUS,Cytisus x spachianus                                        ,Sweet Broom                                                 ,08,FULL BLOOM,"15""H - 18""S", 236 ,     ,     , 236 , 5 , 19.25 , 14.82 ,          , ,,
CA,034845,#5,DASYLIRION TEXANUM,Dasylirion texanum                                          ,Texas Sotol                                                 ,07,-,24''H, 5 ,     ,     , 5 , 5 , 22.00 , 16.94 ,          , ,,
GA,03420UT,LittleOne,DELOSPERMA COOPERI,Delosperma cooperi                                          ,Hardy Ice Plant                                             ,05,BUDS & BLOOMS,CAN FULL, 495 ,     ,     , 495 , 16 , 2.95 , 2.27 ,          ,I,,
GA,048541,#1,DELOSPERMA DY RED MOUNTAIN R,Delosperma dyeri 'Psdold'                                   ,Red Mountain®  Ice Plant,05,LIGHT BUD & BLOOM,CAN FULL,     ,     , 10 , 10 , 10 , 5.00 , 3.85 ,          , ,,
GA,097231,#1,DELOSPERMA FIRE WONDER PPAF,                                                            ,                                                            ,05,BUDS & BLOOMS,, 626 ,     ,     , 626 , 10 , 5.00 , 3.85 ,          ,I,,
GA,05946UT,LittleOne,DELOSPERMA MESA VERDE PP13876,Delosperma 'Kelaidis' P.P.# 13876                           ,Mesa Verde®  Ice Plant,04,,CAN FULL, 1 ,     ,     , 1 , 16 , 2.95 , 2.27 ,          ,I,,
GA,059471,#1,DELOSPERMA NUB BASUTOLAND,Delosperma nubigenum 'Basutoland'                           ,Yellow Ice Plant                                            ,05,,CAN FULL, 239 ,     ,     , 239 , 10 , 4.75 , 3.66 ,          ,I,,
GA,05947UT,LittleOne,DELOSPERMA NUB BASUTOLAND,Delosperma nubigenum 'Basutoland'                           ,Yellow Ice Plant                                            ,05,,CAN FULL, 26 ,     ,     , 26 , 16 , 2.95 , 2.27 ,          , ,,
OR,029891S,SuperOne TM,DEUTZIA CHRDNY PERLS R PP16098,"Deutzia gracilis 'Duncan' P.P. #16,098, C.B.R. #2,640       ",Chardonnay Pearls®  Deutzia,05,BUDS,8''H - 6''S," 1,288 ",     ,     ," 1,288 ", 10 , 9.00 , 6.93 ,          ,I,,
GA,029891S,SuperOne TM,DEUTZIA CHRDNY PERLS R PP16098,"Deutzia gracilis 'Duncan' P.P. #16,098, C.B.R. #2,640       ",Chardonnay Pearls®  Deutzia,05,,"8""H - 8""S", 95 ,     ,     , 95 , 10 , 9.00 , 6.93 ,          , ,,
OR,029892S,SuperTwo,DEUTZIA CHRDNY PERLS R PP16098,"Deutzia gracilis 'Duncan' P.P. #16,098, C.B.R. #2,640       ",Chardonnay Pearls®  Deutzia,05,BUDS,12''H - 10''S, 10 ,     ,     , 10 , 5 , 15.00 , 11.55 ,          ,I,,
OR,031571,#1,DEUTZIA GRACILIS NIKKO,Deutzia gracilis 'Nikko'                                    ,Dwarf Nikko Deutzia                                         ,05,BUDS,6''H - 8''S,     ,     , 10 , 10 , 10 , 5.75 , 4.43 ,          , ,,
OR,031572,#2,DEUTZIA GRACILIS NIKKO,Deutzia gracilis 'Nikko'                                    ,Dwarf Nikko Deutzia                                         ,05,BUDS,8''H - 12''S,     ,     , 47 , 47 , 5 , 13.25 , 10.20 ,          , ,,
OR,031591,#1,DEUTZIA HYBRIDA PINK-A-BOO R,Deutzia x 'Monzia'                                          ,Pink-A-Boo®  Deutzia,05,BUDS,10''H - 8''S, 96 ,     ,     , 96 , 10 , 5.75 , 4.43 ,          , ,,
OR,031595,#5,DEUTZIA HYBRIDA PINK-A-BOO R,Deutzia x 'Monzia'                                          ,Pink-A-Boo®  Deutzia,05,BUDS,"18""H - 16""S", 24 ,     ,     , 24 , 5 , 19.75 , 15.21 ,          , ,,
OR,056421,#1,DEUTZIA SET CORYMBIFLORA,Deutzia setchuenensis var. corymbiflora                     ,Chinese Snow Flower                                         ,04,-,"8""H - 8""S"," 1,452 ",     ,     ," 1,452 ", 10 , 5.75 , 4.43 ,          , ,,
OR,056422,#2,DEUTZIA SET CORYMBIFLORA,Deutzia setchuenensis var. corymbiflora                     ,Chinese Snow Flower                                         ,04,-,"10""H - 10""S", 427 ,     ,     , 427 , 5 , 13.25 , 10.20 ,          , ,,
OR,056425,#5,DEUTZIA SET CORYMBIFLORA,Deutzia setchuenensis var. corymbiflora                     ,Chinese Snow Flower                                         ,04,-,"15""H - 16""S", 85 ,     ,     , 85 , 5 , 19.75 , 15.21 ,          , ,,
OR,031582,#2,DEUTZIA X KALMIIFLORA,Deutzia x kalmiiflora                                       ,Kalmia Flowered Deutzia                                     ,03,BUDS,12''H - 12''S, 426 ,     ,     , 426 , 5 , 13.25 , 10.20 ,          , ,,
OR,031585,#5,DEUTZIA X KALMIIFLORA,Deutzia x kalmiiflora                                       ,Kalmia Flowered Deutzia                                     ,03,BUDS,"18""H - 18""S", 245 ,     ,     , 245 , 5 , 19.75 , 15.21 ,          , ,,
GA,00690UT,LittleOne,DIAN EVRLST TM LLAC+EYE P23318,"Dianthus x 'KLEDG10118' P.P.#23,318                         ",EverLast™  Lilac + Eye Maiden Pink,04,EXCEPTIONAL / BUDS & BLOOMS,CAN FULL, 3 ,     ,     , 3 , 16 , 3.25 , 2.50 ,          , ,,
OR,067631,#1,DIANTHUS BAR OESCHBERG,Dianthus barbatus 'Oeschberg'                               ,Oeschberg Sweet William                                     ,04,-,CAN FULL, 67 ,     ,     , 67 , 10 , 5.50 , 4.24 ,          , ,,
CA,090221,#1,DIANTHUS COSMIC TM PK SWRL PAF,Dianthus x 'Pink Swirl'                                     ,Cosmic™  Pink Swirl Dianthus,06,BUDS & BLOOMS,CAN FULL, 246 ,     ,     , 246 , 10 , 5.50 , 4.24 ,          , ,,
CA,067731,#1,DIANTHUS FIRST LOVE R,Dianthus First Love® ,First Love®  Cheddar Pink,03,BUDS,CAN FULL, 97 ,     ,     , 97 , 10 , 5.50 , 4.24 ,          , ,,
OR,03133UT,LittleOne,DIANTHUS FROSTY FIRE,Dianthus x 'Frosty Fire'                                    ,Frosty Fire Cheddar Pink                                    ,02,BUDS,PS1, 3 ,     ,     , 3 , 16 , 2.95 , 2.27 ,          , ,,
OR,004721,#1,DIANTHUS GRAT FIREWITCH,Dianthus gratianapolitanus 'Firewitch'                      ,Firewitch Cheddar Pink                                      ,03,BUDS,PS1, 6 ,     ,     , 6 , 10 , 4.75 , 3.66 ,          , ,,
CA,004721,#1,DIANTHUS GRAT FIREWITCH,Dianthus gratianapolitanus 'Firewitch'                      ,Firewitch Cheddar Pink                                      ,03,BUDS & BLOOMS,CAN FULL, 440 ,     ,     , 440 , 10 , 4.75 , 3.66 ,          ,I,,
CA,094501,#1,DIANTHUS RASP SURPRISE PP16029,Dianthus 'Raspberry Surprise'                               ,Raspberry Surprise Maiden Pink                              ,04,BUDS & BLOOMS,CAN FULL, 276 ,     ,     , 276 , 10 , 4.75 , 3.66 ,          ,I,,
GA,036471,#1,DIANTHUS RASPBRY SWIRL PP14377,Dianthus 'Raspberry Swirl' P.P.# 14377                      ,Raspberry Swirl Maiden Pink                                 ,05,BUDS & BLOOMS,CAN FULL,     ,     , 12 , 12 , 10 , 5.50 , 4.24 ,          ,I,,
OR,042771,#1,DIANTHUS WINK,Dianthus 'Wink'                                             ,Wink Maiden Pink                                            ,03,-,CAN FULL, 154 ,     ,     , 154 , 10 , 4.75 , 3.66 ,          , ,,
OR,014561,#1,DIASCIA INT CORAL CANYON R,Diascia integerrima Coral Canyon® ,Coral Canyon®  Hardy Twinspur,05,CUT BACK,., 730 ,     ,     , 730 , 10 , 5.50 , 4.24 ,          , ,,
OR,004901,#1,DICENTRA SP VALENTINE R P22739,"Dicentra spectabilis 'Hordival' P.P.#22,739                 ",Valentine®  Bleeding Heart,03,LIGHT BUDS,PA1, 419 ,     ,     , 419 , 10 , 6.00 , 4.62 ,          ,I,,
GA,004901,#1,DICENTRA SP VALENTINE R P22739,"Dicentra spectabilis 'Hordival' P.P.#22,739                 ",Valentine®  Bleeding Heart,03,,CAN FULL, 204 ,     ,     , 204 , 10 , 6.00 , 4.62 ,          ,I,,
OR,035622,#2,DICENTRA SPEC GOLD HEART,Dicentra spectabilis 'Gold Heart'                           ,Gold Heart Bleeding Heart                                   ,03,BUDS & BLOOMS,PA2, 283 ,     ,     , 283 , 5 , 14.50 , 11.17 ,          , ,,
OR,031611,#1,DICENTRA X LUXURIANT,Dicentra x 'Luxuriant'                                      ,Luxuriant Fringed Bleeding Heart                            ,02,LIGHT BUD & BLOOM,PS1, 10 ,     ,     , 10 , 10 , 4.75 , 3.66 ,          ,I,,
GA,031611,#1,DICENTRA X LUXURIANT,Dicentra x 'Luxuriant'                                      ,Luxuriant Fringed Bleeding Heart                            ,02,BUDS & BLOOMS,CAN FULL, 1 ,     ,     , 1 , 10 , 4.75 , 3.66 ,          ,I,,
OR,021821,#1,DISPOROPSIS PER SICHUAN JADE,Disporopsis pernyi 'Sichuan Jade'                           ,Sichuan Jade Solomon's Seal                                 ,06,,CAN FULL, 114 ,     ,     , 114 , 10 , 6.00 , 4.62 ,          ,N,,
OR,049832,#2,DISPORUM CANT GREEN GIANT,Disporum longistylum 'Green Giant'                          ,Chinese Fairy Bells                                         ,07,CUT BACK,., 798 ,     ,     , 798 , 5 , 14.50 , 11.17 ,          , ,,
OR,049835,#5,DISPORUM CANT GREEN GIANT,Disporum longistylum 'Green Giant'                          ,Chinese Fairy Bells                                         ,07,CUT BACK,., 539 ,     ,     , 539 , 5 , 23.00 , 17.71 ,          , ,,
OR,080762,#2,DISPORUM CANT NIGHT HERON,Disporum cantoniense 'Night Heron'                          ,Night Heron Chinese Fairy Bells                             ,07,CUT BACK,., 35 ,     ,     , 35 , 5 , 14.50 , 11.17 ,          , ,,
CA,012451,#1 STAKED,DISTICTIS BUCCINATORIA,Distictis buccinatoria                                      ,Scarlet Trumpet Vine                                        ,09,-,"24""H", 410 ,     ,     , 410 , 10 , 6.75 , 5.20 ,          , ,,
CA,012471,#1 STAKED,DISTICTIS RIVERS,Distictis 'Rivers'                                          ,Royal Trumpet Vine                                          ,10,-,"24""H", 12 ,     ,     , 12 , 10 , 6.75 , 5.20 ,          ,I,,
CA,031651,#1,DODONAEA VIS PURPUREA,Dodonaea viscosa 'Purpurea'                                 ,Purple Hopseed Bush                                         ,08,-,"18""H - 6""S", 43 ,     ,     , 43 , 10 , 6.00 , 4.62 ,          ,I,,
OR,072241,#1,DORONICUM OR LEONARDO TM COMP,Doronicum orientale 'Leonardo™  Compact',Leonardo™  Compact Leopard's Bane,04,BUDS & BLOOMS,PS2, 178 ,     ,     , 178 , 10 , 4.75 , 3.66 ,          , ,,
GA,063501,#1,ECHEVERIA BLACK PRINCE,Echeveria 'Black Prince'                                    ,Black Prince Echeveria                                      ,09,,"4""S",     ,     , 177 , 177 , 10 , 6.75 , 5.20 ,          ,I,,
CA,069231S,SuperOne TM,ECHEVERIA NODULOSA,Echeveria nodulosa                                          ,Painted Echeveria                                           ,09,-,CAN FULL,     ,     , 50 , 50 , 10 , 8.00 , 6.16 ,          ,I,,
CA,073791,#1,ECHEVERIA SETOSA,Echeveria setosa                                            ,Firecracker Echeveria                                       ,09,BUDS & BLOOMS,CAN FULL, 80 ,     ,     , 80 , 10 , 7.00 , 5.39 ,          , ,,
GA,00312UT,LittleOne,ECHINACEA POWWOW R WHITE,"Echinacea purpurea 'PAS702918' P.P. #7,982,110              ",PowWow®  White Coneflower,03,,CAN FULL, 7 ,     ,     , 7 , 16 , 3.65 , 2.81 ,          ,I,,
GA,00299UT,LittleOne,ECHINACEA POWWOW R WILDBERRY,Echinacea purpurea 'PAS702917'                              ,PowWow®  Wild Berry Coneflower,03,,CAN FULL,     ,     , 15 , 15 , 16 , 3.65 , 2.81 ,          ,I,,
OR,043401,#1,ECHINACEA PRAIRIE SPLENDOR,Echinacea purpurea 'Prairie Splendor'                       ,Prairie Splendor Coneflower                                 ,03,EMERGING,., 131 ,     ,     , 131 , 10 , 4.75 , 3.66 ,          , ,,
GA,057301,#1,ECHINACEA TOMATO SOUP PPAF,"Echinacea 'Tomato Soup' P.P.# 19,427                        ",Tomato Soup Coneflower                                      ,04,BUDS & BLOOMS,CAN FULL,     ,     , 10 , 10 , 10 , 6.75 , 5.20 ,          , ,,
GA,031903,#3,ELAEAGNUS EBBINGEI,Elaeagnus x ebbingei                                        ,Ebbinge's Silverberry                                       ,07,,"20""H - 18""S", 66 ,     ,     , 66 , 5 , 16.50 , 12.71 ,          , ,,
OR,020172,#2,ENKIANTHUS CAM SIKOKIANUS,Enkianthus campanulatus 'Sikokianus'                        ,Sikokianus Redvein Enkianthus                               ,05,-,"14""H - 12""S", 265 ,     ,     , 265 , 5 , 14.75 , 11.36 ,          , ,,
OR,032032,#2,ENKIANTHUS CAMPANULATUS,Enkianthus campanulatus                                     ,Red Veined Enkianthus                                       ,05,BREAKING DORMANCY,"15""H - 14""S", 2 ,     ,     , 2 , 5 , 14.75 , 11.36 ,          , ,,
OR,017961,#1,ERICA KRAMER'S RED,Erica x darleyensis 'Kramer's Rote'                         ,Kramer's Red Winter Heath                                   ,06,BUDS & BLOOMS,4''H - 8''S, 211 ,     ,     , 211 , 10 , 7.00 , 5.39 ,          , ,,
OR,017962,#2,ERICA KRAMER'S RED,Erica x darleyensis 'Kramer's Rote'                         ,Kramer's Red Winter Heath                                   ,06,FULL BLOOM,6''H - 12''S, 61 ,     ,     , 61 , 5 , 14.50 , 11.17 ,          ,I,,
OR,032071,#1,ERICA MEDITERRANEAN PINK,Erica x darleyensis 'Mediterranean Pink'                    ,Mediterranean Pink Heath                                    ,06,BUDS & BLOOMS,6''H - 8''S, 538 ,     ,     , 538 , 10 , 7.00 , 5.39 ,          , ,,
OR,032072,#2,ERICA MEDITERRANEAN PINK,Erica x darleyensis 'Mediterranean Pink'                    ,Mediterranean Pink Heath                                    ,06,FULL BLOOM,6''H - 12''S, 452 ,     ,     , 452 , 5 , 14.50 , 11.17 ,          , ,,
OR,032081,#1,ERICA SILBERSCHMELZE,Erica x darleyensis 'Silberschmelze'                        ,White Bell Heath                                            ,06,BUDS & BLOOMS,6''H - 8''S, 388 ,     ,     , 388 , 10 , 7.00 , 5.39 ,          , ,,
OR,032082,#2,ERICA SILBERSCHMELZE,Erica x darleyensis 'Silberschmelze'                        ,White Bell Heath                                            ,06,FULL BLOOM,8''H - 12''S, 262 ,     ,     , 262 , 5 , 14.50 , 11.17 ,          , ,,
OR,032121,#1,ERIGERON GLA SEA BREEZE P12076,Erigeron glaucus 'Sea Breeze' P.P. #12076                   ,Sea Breeze Fleabane                                         ,05,-,CAN FULL, 360 ,     ,     , 360 , 10 , 4.75 , 3.66 ,          , ,,
CA,057831,#1,ERIOGONUM FASCICULATUM,Eriogonum fasciculatum                                      ,California Buckwheat                                        ,06,-,CAN FULL, 63 ,     ,     , 63 , 10 , 6.00 , 4.62 ,          , ,,
OR,085571,#1,ERIOPHYLLUM LANATUM,Eriophyllum lanatum                                         ,Common Woolly Sunflower                                     ,03,-,, 849 ,     ,     , 849 , 10 , 4.75 , 3.66 ,          , ,,
CA,074341S,SuperOne TM,ERYNGIUM PLANUM BLUE HOBBIT,Eryngium planum 'Blue Hobbit'                               ,Blue Hobbit Dwarf Sea Holly                                 ,04,-,CAN FULL, 77 ,     ,     , 77 , 10 , 7.00 , 5.39 ,          , ,,
OR,077591,#1,ERYSIMUM GLOW TM ORANGE,Erysimum x hybrida Glow™  Orange P.P.A.F.,Glow™  Orange Wallflower,05,BUDS & BLOOMS,PS2, 175 ,     ,     , 175 , 10 , 6.00 , 4.62 ,          ,I,,
CA,077581,#1,ERYSIMUM JENNY BROOK PP20253,"Erysimum 'Jenny Brook' P.P. #20,253 C.P.B.R.                ",Jenny Brooks Wallflower                                     ,07,BUDS & BLOOMS,"6""H - 6""S", 552 ,     ,     , 552 , 10 , 6.00 , 4.62 ,          , ,,
GA,077581,#1,ERYSIMUM JENNY BROOK PP20253,"Erysimum 'Jenny Brook' P.P. #20,253 C.P.B.R.                ",Jenny Brooks Wallflower                                     ,07,,"8""H - 6""S", 335 ,     , 13 , 348 , 10 , 6.00 , 4.62 ,          ,I,,
OR,036182,#2,ESCALLONIA COMPAKTA,Escallonia 'Compakta'                                       ,Compact Escallonia                                          ,07,-,"6""H - 10""S", 405 ,     ,     , 405 , 5 , 14.25 , 10.97 ,          , ,,
OR,036185,#5,ESCALLONIA COMPAKTA,Escallonia 'Compakta'                                       ,Compact Escallonia                                          ,07,-,14''H - 16''S,     ,     , 15 , 15 , 5 , 20.25 , 15.59 ,          , ,,
OR,032505,#5,ESCALLONIA FRADES,Escallonia x exoniensis 'Fradesii'                          ,Pink Princess Escallonia                                    ,07,-,21''H - 18''S,     ,     , 8 , 8 , 5 , 19.25 , 14.82 ,          , ,,
CA,032561BH,#1 BUSH,EUCALYPTUS CINEREA,Eucalyptus cinerea                                          ,Silver Dollar Tree                                          ,08,-,"8""H-8""S",     ,     , 25 , 25 , 10 , 7.00 , 5.39 ,          , ,,
CA,033301,#1,EUGENIA MYR GLOBULUS,Eugenia myrtifolia 'Globulus'                               ,Dwarf Brush Cherry                                          ,09,-,"7""H - 8""S"," 1,451 ",     ,     ," 1,451 ", 10 , 5.75 , 4.43 ,          ,I,,
