Loc,New Plant,Item,Size,Plant Name,Botanical Name,Common Name,Category,Zone,Royalty Code,2016 List Price,Net Price,Freight,Landed Price,SKU,Retail Price,UPC#,Qty Cfm,Qty Rem,Condition,Current Specs,Min Ord Qty,Available         ,Available Later,On,Available Later,On,Available Later,On,Stk Loc
OR,2015,096085,#5 STAKED,ACTINIDIA ARG HARDY MALE,Actinidia arguta (Male)                                     ,Hardy Kiwi (Male)                                           ,VIN,04,, 31.75 , 26.67 , 4.43 , 31.10 ,,     ,014949375525,     ,     ,-,3/4 STK, 5 , 146 , 146 ,03/01/16  ,     ,          ,     ,          ,1E 156
OR,    ,001391,#1 STAKED,ACTINIDIA ARG ISSAI (FEMALE),Actinidia arguta 'Issai' (Self-fertile female)              ,Hardy Kiwi Vine                                             ,VIN,04,, 11.75 , 9.87 , 0.89 , 10.76 ,,     ,014949013915,     ,     ,-,FULL STK, 10 ,     , 15 ,03/01/16  ,     ,          ,     ,          ,
OR,    ,001395,#5 STAKED,ACTINIDIA ARG ISSAI (FEMALE),Actinidia arguta 'Issai' (Self-fertile female)              ,Hardy Kiwi Vine                                             ,VIN,04,, 31.75 , 26.67 , 4.43 , 31.10 ,,     ,014949013953,     ,     ,-,FULL STK, 5 , 249 , 369 ,03/01/16  ,     ,          ,     ,          ,1E 156
OR,2012,056411,#1 STAKED,ACTINIDIA TETRA  VAR MALOIDES,Actinidia tetramera var. maloides                           ,Rosy Crabapple Kiwi                                         ,VIN,06,HIN, 11.75 , 9.87 , 0.89 , 10.76 ,,     ,014949361832,     ,     ,-,3/4 STK, 10 , 408 , 408 ,08/01/15  , 479 ,03/01/16  ,     ,          ,1E 155
OR,2012,056415,#5 STAKED,ACTINIDIA TETRA  VAR MALOIDES,Actinidia tetramera var. maloides                           ,Rosy Crabapple Kiwi                                         ,VIN,06,HIN, 31.75 , 26.67 , 4.43 , 26.66 ,,     ,014949359945,     ,     ,-,FULL STK, 5 , 363 , 363 ,03/01/16  ,     ,          ,     ,          ,"1E 156, 1E 157"
OR,    ,028895,#5,AESCULUS X ARN AUTUMN SPLENDOR,Aesculus x arnoldiana 'Autumn Splendor'                     ,Autumn Splendor Horse Chestnut                              ,TRE,04,, 34.75 , 29.19 , 4.43 , 33.62 ,,     ,014949065174,     ,     ,-,"39""H - 15""S", 5 , 17 ,     ,          ,     ,          ,     ,          ,"4G 195, 4G 198"
OR,2011,050011,#1,AGAPANTHUS BLUE LEAP,Agapanthus 'Blue Leap'                                      ,Blue Leap Lily of the Nile                                  ,DCS,07,HIN, 7.50 , 6.30 , 0.89 , 7.19 ,,     ,014949338438,     ,     ,BUDS & BLOOMS,2-3 FANS, 10 , 840 , 892 ,05/01/16  ,     ,          ,     ,          ,4B 173
OR,2011,050012,#2,AGAPANTHUS BLUE LEAP,Agapanthus 'Blue Leap'                                      ,Blue Leap Lily of the Nile                                  ,DCS,07,HIN, 16.00 , 13.44 , 2.21 , 15.65 ,,     ,014949274392,     ,     ,BUDS,5-7 FANS, 5 , 620 , 736 ,04/27/16  ,     ,          ,     ,          ,4B 184
OR,2011,050002,#2,AGAPANTHUS INAPTERUS GRASKOP,Agapanthus inapertus 'Graskop'                              ,Graskop Lily of the Nile                                    ,DCS,07,HIN, 16.00 , 13.44 , 2.21 , 15.65 ,,     ,014949274385,     ,     ,-,., 5 , 444 ,     ,          ,     ,          ,     ,          ,"4B 183, 4B 184"
OR,2015,412511,#1,AGASTACHE KUDOS CORAL PPAF,Agastache 'Kudos Coral' P.P.A.F.                            ,Kudos Coral Dwarf Hummingbird Mint                          ,PRN,05,TNN, 5.75 , 4.83 , 0.89 , 5.72 ,,     ,014949423400,     ,     ,BUDS & BLOOMS,, 10 , 295 , 363 ,06/01/16  ,     ,          ,     ,          ,4C 185
OR,2015,412521,#1,AGASTACHE KUDOS GOLD PPAF,Agastache 'Kudos Gold' P.P.A.F.                             ,Kudos Gold Dwarf Hummingbird Mint                           ,PRN,05,TNN, 5.75 , 4.83 , 0.89 , 5.72 ,,     ,014949423417,     ,     ,,, 10 ,     , 128 ,06/01/16  ,     ,          ,     ,          ,
OR,2015,408331,#1,AGASTACHE LITTLE ADDER PPAF,Agastache rugosa 'Little Adder' P.P.A.F.                    ,Little Adder Hummingbird Mint                               ,PRN,05,BHC, 5.75 , 4.83 , 0.89 , 5.72 ,,     ,014949413470,     ,     ,,, 10 ,     , 40 ,09/01/15  , 670 ,03/28/16  , 670 ,06/01/16  ,
OR,    ,021251,#1,AGASTACHE X BLUE FORTUNE,Agastache 'Blue Fortune'                                    ,Blue Fortune Hyssop                                         ,PRN,05,, 5.25 , 4.41 , 0.89 , 5.30 ,,     ,014949053829,     ,     ,-,CAN FULL, 10 , 23 , 23 ,03/28/16  , 23 ,06/01/16  ,     ,          ,"4B 182, 4B 187"
OR,    ,080301,#1,AJUGA CHOCOLATE CHIP,Ajuga x 'Chocolate Chip'                                    ,Chocolate Chip Carpet Bugle                                 ,PRN,04,, 5.25 , 4.41 , 0.89 , 5.30 ,,     ,014949803011,     ,     ,BUDS & BLOOMS,CAN FULL, 10 , 209 , 209 ,03/01/16  ,     ,          ,     ,          ,"4B 172, 4B 182"
OR,    ,08030UT,LittleOne,AJUGA CHOCOLATE CHIP,Ajuga x 'Chocolate Chip'                                    ,Chocolate Chip Carpet Bugle                                 ,PRN,04,, 3.25 , 2.73 , 0.66 , 3.39 ,,     ,014949010792,     ,     ,BUDS & BLOOMS,CAN FULL, 16 , 354 , 354 ,03/01/16  ,     ,          ,     ,          ,4C 173
OR,    ,00189UT,LittleOne,AJUGA REPTANS BRONZE BEAUTY,Ajuga reptans 'Bronze Beauty'                               ,Bronze Beauty Carpet Bugle                                  ,PRN,04,, 3.25 , 2.73 , 0.66 , 3.39 ,,     ,014949010839,     ,     ,-,., 16 , 36 , 36 ,01/01/16  ,     ,          ,     ,          ,4C 173
OR,    ,000591,#1,AJUGA REPTANS BURGUNDY GLOW,Ajuga reptans 'Burgundy Glow'                               ,Burgundy Glow Carpet Bugle                                  ,PRN,04,, 5.25 , 4.41 , 0.89 , 5.30 ,,     ,014949003053,     ,     ,,CAN FULL, 10 , 252 , 544 ,01/01/16  , 692 ,06/01/16  ,     ,          ,4B 169
OR,    ,000594PTC,"4"" Pot POT-TERRA",AJUGA REPTANS BURGUNDY GLOW,Ajuga reptans 'Burgundy Glow'                               ,Burgundy Glow Carpet Bugle                                  ,PRN,04,, 3.25 , 2.73 , 0.50 , 3.23 ,,     ,014949339008,     ,     ,-,, 15 , 30 ,     ,          ,     ,          ,     ,          ,4C 173
OR,    ,00059UT,LittleOne,AJUGA REPTANS BURGUNDY GLOW,Ajuga reptans 'Burgundy Glow'                               ,Burgundy Glow Carpet Bugle                                  ,PRN,04,, 3.25 , 2.73 , 0.66 , 3.39 ,,     ,014949003275,     ,     ,-,CAN FULL, 16 , 33 , 33 ,01/01/16  ,     ,          ,     ,          ,4C 173
OR,    ,001931,#1,AJUGA REPTANS CATLIN'S GIANT,Ajuga reptans 'Catlin's Giant'                              ,Catlin's Giant Carpet Bugle                                 ,PRN,03,, 5.25 , 4.41 , 0.89 , 5.30 ,,     ,014949019313,     ,     ,-,CAN FULL, 10 , 10 , 10 ,06/01/16  ,     ,          ,     ,          ,4B 166
OR,    ,002591,#1 STAKED,AKEBIA QUINATA,Akebia quinata                                              ,Fiveleaf Akebia                                             ,VIN,05,, 8.00 , 6.72 , 0.89 , 7.61 ,,     ,014949025918,     ,     ,-,FULL STK, 10 ,     , 10 ,03/01/16  ,     ,          ,     ,          ,
OR,    ,002595,#5 STAKED,AKEBIA QUINATA,Akebia quinata                                              ,Fiveleaf Akebia                                             ,VIN,05,, 28.50 , 23.94 , 4.43 , 28.37 ,,     ,014949025956,     ,     ,-,3/4 STK, 5 , 8 , 8 ,03/01/16  ,     ,          ,     ,          ,1E 157
OR,    ,002561,#1 STAKED,AKEBIA QUINATA SHIRO BANA,Akebia quinata 'Shirobana'                                  ,White Flowered Chocolate Vine                               ,VIN,05,, 8.00 , 6.72 , 0.89 , 7.61 ,,     ,014949025611,     ,     ,-,FULL STK, 10 ,     , 18 ,03/01/16  ,     ,          ,     ,          ,
OR,    ,002565,#5 STAKED,AKEBIA QUINATA SHIRO BANA,Akebia quinata 'Shirobana'                                  ,White Flowered Chocolate Vine                               ,VIN,05,, 28.50 , 23.94 , 4.43 , 28.37 ,,     ,014949025659,     ,     ,-,48''H FULL STK, 5 , 48 , 109 ,03/01/16  ,     ,          ,     ,          ,1E 157
OR,    ,016631,#1,ANDROMEDA POL BLUE ICE,Andromeda polifolia 'Blue Ice'                              ,Blue Ice Bog Rosemary                                       ,EVS,02,, 9.00 , 7.56 , 0.89 , 8.45 ,,     ,014949000212,     ,     ,-,"4""H - 8""S", 10 , 31 ,     ,          ,     ,          ,     ,          ,"7C 152, 7C 156"
OR,    ,016632,#2,ANDROMEDA POL BLUE ICE,Andromeda polifolia 'Blue Ice'                              ,Blue Ice Bog Rosemary                                       ,EVS,02,, 17.75 , 14.91 , 2.21 , 17.12 ,,     ,014949000311,     ,     ,-,6''H - 12''S, 5 , 169 ,     ,          ,     ,          ,     ,          ,7C 156
OR,    ,065991,#1,ANEMONE SEPTEMBER CHARM,Anemone x hybrida 'September Charm'                         ,September Charm Japanese Anemone                            ,PRN,04,, 5.25 , 4.41 , 0.89 , 5.30 ,,     ,014949308639,     ,     ,,, 10 , 126 ,     ,          ,     ,          ,     ,          ,4B 182
OR,    ,002741,#1,ANEMONE SYLVESTRIS,Anemone sylvestris                                          ,Snowdrop Anemone                                            ,PRN,02,, 5.25 , 4.41 , 0.89 , 5.30 ,,     ,014949027417,     ,     ,-,CAN FULL, 10 ,     , 113 ,03/01/16  ,     ,          ,     ,          ,
OR,    ,038561,#1,ANEMONE X SERENADE,Anemone x hybrida 'Serenade'                                ,Serenade Japanese Anemone                                   ,PRN,04,, 6.75 , 5.67 , 0.89 , 6.56 ,,     ,014949222393,     ,     ,-,CAN FULL, 10 , 233 ,     ,          ,     ,          ,     ,          ,"4B 177, 4C 186"
OR,2013,039021,#1,ANEMONE X WILD SWAN TM PP23132,"Anemone x 'Macane001' Wild Swan™  P.P.# 23,132",Wild Swan™  Hybrid Anemone,PRN,06,PPP, 8.00 , 6.72 , 0.89 , 7.61 ,,     ,014949226315,     ,     ,-,CAN FULL, 10 ," 1,337 "," 2,207 ",03/01/16  ,     ,          ,     ,          ,4D 169
OR,    ,037331,#1,AQUILEGIA CAE ORIGAMI BLU & WT,Aquilegia x hybrida 'Origami Blue & White'                  ,Origami Blue & White Columbine                              ,PRN,03,, 5.25 , 4.41 , 0.89 , 5.30 ,,     ,014949265529,     ,     ,,, 10 ,     , 445 ,03/01/16  ,     ,          ,     ,          ,
OR,    ,045921,#1,AQUILEGIA CAE ORIGAMI PNK & WT,Aquilegia x hybrida 'Origami Pink & White'                  ,Origami Pink & White Columbine                              ,PRN,03,, 5.25 , 4.41 , 0.89 , 5.30 ,,     ,014949312742,     ,     ,,, 10 ,     , 545 ,03/01/16  ,     ,          ,     ,          ,
OR,    ,036901,#1,AQUILEGIA CAE ORIGAMI RED & WT,Aquilegia x hybrida 'Origami Red & White'                   ,Origami Red & White Columbine                               ,PRN,03,, 5.25 , 4.41 , 0.89 , 5.30 ,,     ,014949312766,     ,     ,,, 10 ,     , 445 ,03/01/16  ,     ,          ,     ,          ,
OR,    ,045931,#1,AQUILEGIA CAE ORIGAMI YELLOW,Aquilegia x hybrida 'Origami Yellow'                        ,Origami Yellow Columbine                                    ,PRN,03,, 5.25 , 4.41 , 0.89 , 5.30 ,,     ,014949312759,     ,     ,,, 10 ,     , 585 ,03/01/16  ,     ,          ,     ,          ,
OR,    ,002905,#5,ARBUTUS UNEDO COMPACTA,Arbutus unedo 'Compacta'                                    ,Dwarf Strawberry Tree                                       ,EVS,07,, 23.00 , 19.32 , 4.43 , 23.75 ,,     ,014949029053,     ,     ,-,"18""H - 18""S", 5 ,     , 12 ,09/01/15  ,     ,          ,     ,          ,
OR,    ,00290M,#10 Squat,ARBUTUS UNEDO COMPACTA,Arbutus unedo 'Compacta'                                    ,Dwarf Strawberry Tree                                       ,EVS,07,, 61.75 , 51.87 , 15.94 , 67.81 ,,     ,014949358696,     ,     ,-,"40""H - 28""S", 2 ,     , 5 ,09/01/15  ,     ,          ,     ,          ,
OR,    ,002951,#1,ARCTOSTAPHYLOS MASSACHUSETTS,Arctostaphylos uva-ursi 'Massachusetts'                     ,Massachusetts Kinnikinnick                                  ,EVS,02,, 10.00 , 8.40 , 0.89 , 9.29 ,,     ,014949029510,     ,     ,-,"2""H - 6""S", 10 , 12 ,     ,          ,     ,          ,     ,          ,4B 173
OR,    ,003041,#1,ARMERIA MAR BLOODSTONE,Armeria maritima 'Bloodstone'                               ,Bloodstone Thrift                                           ,PRN,03,, 5.25 , 4.41 , 0.89 , 5.30 ,,     ,014949030417,     ,     ,-,CAN FULL, 10 , 729 ," 1,107 ",01/01/16  ,     ,          ,     ,          ,4B 171
OR,    ,00304UT,LittleOne,ARMERIA MAR BLOODSTONE,Armeria maritima 'Bloodstone'                               ,Bloodstone Thrift                                           ,PRN,03,, 3.25 , 2.73 , 0.66 , 3.39 ,,     ,014949010440,     ,     ,-,CAN FULL, 16 ,     , 50 ,01/01/16  ,     ,          ,     ,          ,
OR,    ,002691,#1,ARMERIA MAR COTTON TAIL,Armeria maritima 'Cotton Tail'                              ,Cotton Tail Thrift                                          ,PRN,03,, 5.25 , 4.41 , 0.89 , 5.30 ,,     ,014949026915,     ,     ,-,CAN FULL, 10 ,     , 548 ,01/01/16  ,     ,          ,     ,          ,
OR,    ,00269UT,LittleOne,ARMERIA MAR COTTON TAIL,Armeria maritima 'Cotton Tail'                              ,Cotton Tail Thrift                                          ,PRN,03,, 3.25 , 2.73 , 0.66 , 3.39 ,,     ,014949010464,     ,     ,-,CAN FULL, 16 ,     , 42 ,01/01/16  ,     ,          ,     ,          ,
OR,    ,019461,#1,ARMERIA MAR RUBRIFOLIA,Armeria maritima 'Rubrifolia'                               ,Red Leaf Thrift                                             ,PRN,03,, 5.25 , 4.41 , 0.89 , 5.30 ,,     ,014949017609,     ,     ,-,CAN FULL, 10 , 17 , 17 ,03/01/16  ,     ,          ,     ,          ,4B 171
OR,    ,01946UT,LittleOne,ARMERIA MAR RUBRIFOLIA,Armeria maritima 'Rubrifolia'                               ,Red Leaf Thrift                                             ,PRN,03,, 3.25 , 2.73 , 0.66 , 3.39 ,,     ,014949069387,     ,     ,-,CAN FULL, 16 ,     , 27 ,03/01/16  ,     ,          ,     ,          ,
OR,    ,003401,#1,ASTER ALMA POTSCHKE,Aster novae-angliae 'Alma Potschke'                         ,Alma Potschke New England Aster                             ,PRN,04,, 5.25 , 4.41 , 0.89 , 5.30 ,,     ,014949034019,     ,     ,-,CAN FULL, 10 , 11 ,     ,          ,     ,          ,     ,          ,4B 170
OR,    ,030091,#1,ASTER FARMINGTON PPAF,Aster novi-belgii 'Baldco' P.P.A.F.                         ,Farmington Michaelmas Daisy                                 ,PRN,03,PPP, 5.25 , 4.41 , 0.89 , 5.30 ,,     ,014949067239,     ,     ,-,., 10 , 27 , 27 ,09/01/15  ,     ,          ,     ,          ,4B 170
OR,    ,003381,#1,ASTER FRIKARTII MOENCH,Aster x frikartii 'Moench'                                  ,Moench Frikartii Aster                                      ,PRN,05,, 5.25 , 4.41 , 0.89 , 5.30 ,,     ,014949033814,     ,     ,-,CAN FULL, 10 , 5 , 5 ,03/28/16  ,     ,          ,     ,          ,4B 182
OR,2015,412531,#1,ASTER N-A VIBRANT DOME,"Aster novae-angliae 'Vibrant Dome' P.P.# 19,538             ",Vibrant Dome New England Aster                              ,PRN,04,, 5.25 , 4.41 , 0.89 , 5.30 ,,     ,014949423424,     ,     ,,, 10 ,     , 217 ,08/01/15  ,     ,          ,     ,          ,
OR,    ,023891,#1,ASTER WOOD'S BLUE,Aster novi-belgii 'Wood's Blue'                             ,Wood's Blue New York Aster                                  ,PRN,04,, 5.25 , 4.41 , 0.89 , 5.30 ,,     ,014949044407,     ,     ,-,CAN FULL, 10 , 6 ,     ,          ,     ,          ,     ,          ,4B 170
OR,    ,001531,#1,ASTER WOOD'S PINK,Aster novi-belgii 'Wood's Pink'                             ,Woods Pink New York Aster                                   ,PRN,04,, 5.25 , 4.41 , 0.89 , 5.30 ,,     ,014949008911,     ,     ,-,"6""H - 8""S", 10 , 294 ,     ,          ,     ,          ,     ,          ,"4B 170, 4B 171"
OR,    ,001591,#1,ASTILBE BRIDAL VEIL,Astilbe x arendsii 'Bridal Veil'                            ,Bridal Veil®  Astilbe,PRN,04,, 5.25 , 4.41 , 0.89 , 5.30 ,,     ,014949000274,     ,     ,-,., 10 , 142 ,     ,          ,     ,          ,     ,          ,4B 170
OR,    ,00159UT,LittleOne,ASTILBE BRIDAL VEIL,Astilbe x arendsii 'Bridal Veil'                            ,Bridal Veil®  Astilbe,PRN,04,, 3.25 , 2.73 , 0.66 , 3.39 ,,     ,014949356449,     ,     ,,CAN FULL, 16 , 18 ,     ,          ,     ,          ,     ,          ,4C 176
OR,    ,003621,#1,ASTILBE CHINENSIS VISIONS,Astilbe chinensis 'Visions'                                 ,Visions Astilbe                                             ,PRN,04,, 5.25 , 4.41 , 0.89 , 5.30 ,,     ,014949036211,     ,     ,-,., 10 , 151 , 183 ,09/01/15  , 183 ,01/01/16  ,     ,          ,4B 170
OR,    ,027501,#1,ASTILBE COLOR FLASH R PP17343,Astilbe x arendsii 'Beauty of Ernst' P.P.# 17343            ,Color Flash®  Astilbe,PRN,04,OLD, 7.25 , 6.09 , 0.89 , 6.98 ,,     ,014949061862,     ,     ,BUDS,3-5 EYES, 10 , 60 , 60 ,01/01/16  ,     ,          ,     ,          ,"4B 171, 4C 185"
OR,2015,412541,#1,ASTILBE DELFT LACE,"Astilbe 'Delft Lace' P.P.# 19,839                           ",Delft Lace Astilbe                                          ,PRN,04,, 5.25 , 4.41 , 0.89 , 5.30 ,,     ,014949423431,     ,     ,,, 10 ,     , 276 ,03/01/16  ,     ,          ,     ,          ,
OR,    ,003511,#1,ASTILBE DEUTSCHLAND,Astilbe x arendsii 'Deutschland'                            ,Deutschland Astilbe                                         ,PRN,04,, 5.25 , 4.41 , 0.89 , 5.30 ,,     ,014949035115,     ,     ,-,3-5 EYES, 10 , 1 , 264 ,01/01/16  ,     ,          ,     ,          ,4B 170
OR,    ,003501,#1,ASTILBE FANAL,Astilbe x arendsii 'Fanal'                                  ,Fanal Astilbe                                               ,PRN,04,, 5.25 , 4.41 , 0.89 , 5.30 ,,     ,014949035016,     ,     ,-,3-5 EYES, 10 , 9 , 9 ,01/01/16  ,     ,          ,     ,          ,4B 187
OR,    ,001631,#1,ASTILBE HENNIE GRAAFLAND,Astilbe simplicifolia 'Hennie Graafland'                    ,Hennie Graafland Star Astilbe                               ,PRN,04,, 5.25 , 4.41 , 0.89 , 5.30 ,,     ,014949000281,     ,     ,-,3-5 EYES, 10 , 108 , 108 ,01/01/16  ,     ,          ,     ,          ,4B 170
OR,    ,034331,#1,ASTILBE MAGGIE DALEY,Astilbe chinensis 'Maggie Daley'                            ,Maggie Daley Astilbe                                        ,PRN,04,, 5.25 , 4.41 , 0.89 , 5.30 ,,     ,014949071731,     ,     ,-,3-5 EYES, 10 , 148 ,     ,          ,     ,          ,     ,          ,"4B 170, 4B 170 H"
OR,    ,001681,#1,ASTILBE RED SENTINEL,Astilbe x arendsii 'Red Sentinel'                           ,Red Sentinel Astilbe                                        ,PRN,04,, 5.25 , 4.41 , 0.89 , 5.30 ,,     ,014949010174,     ,     ,-,3-5 EYES, 10 , 46 , 283 ,01/01/16  ,     ,          ,     ,          ,4B 170
OR,    ,003541,#1,ASTILBE RHEINLAND,Astilbe x arendsii 'Rheinland'                              ,Rheinland Astilbe                                           ,PRN,04,, 5.25 , 4.41 , 0.89 , 5.30 ,,     ,014949035412,     ,     ,-,3-5 EYES, 10 , 176 , 176 ,01/01/16  ,     ,          ,     ,          ,4B 170
OR,    ,00354UT,LittleOne,ASTILBE RHEINLAND,Astilbe x arendsii 'Rheinland'                              ,Rheinland Astilbe                                           ,PRN,04,, 3.25 , 2.73 , 0.66 , 3.39 ,,     ,014949010891,     ,     ,-,1-2 EYES, 16 , 71 , 85 ,03/28/16  ,     ,          ,     ,          ,4C 176
OR,    ,003531,#1,ASTILBE SPRITE,Astilbe simplicifolia 'Sprite'                              ,Sprite Dwarf Astilbe                                        ,PRN,04,, 5.25 , 4.41 , 0.89 , 5.30 ,,     ,014949035313,     ,     ,,3-5 EYES, 10 ,     , 292 ,01/01/16  ,     ,          ,     ,          ,
OR,    ,059151,#1,ASTILBE VISION IN PINK PP11860,Astilbe chinensis 'Visions In Pink' P.P.# 11860             ,Visions in Pink Astilbe                                     ,PRN,04,, 5.25 , 4.41 , 0.89 , 5.30 ,,     ,014949315026,     ,     ,,, 10 ,     , 263 ,03/01/16  ,     ,          ,     ,          ,
OR,    ,016341,#1,ASTILBE VISION IN RED PP11965,Astilbe chinensis 'Vision In Red' P.P.# 11965               ,Vision In Red Astilbe                                       ,PRN,04,, 5.25 , 4.41 , 0.89 , 5.30 ,,     ,014949004692,     ,     ,,CAN FULL, 10 ,     , 130 ,01/01/16  ,     ,          ,     ,          ,
OR,2014,017601,#1,ASTILBE VISION IN WHITE P18965,"Astilbe chinensis 'Vision In White P.P. #18,965             ",Vision in White Astilbe                                     ,PRN,04,, 5.25 , 4.41 , 0.89 , 5.30 ,,     ,014949378427,     ,     ,,, 10 ,     , 297 ,03/01/16  ,     ,          ,     ,          ,
OR,    ,400811,#1,ASTILBE YOUNIQUE CRM TM P20324,"Astilbe 'Verscarmine' P.P.# 20, 324                         ",Younique™  Carmine Astilbe,PRN,04,, 5.25 , 4.41 , 0.89 , 5.30 ,,     ,014949388594,     ,     ,,, 10 ,     , 585 ,03/01/16  ,     ,          ,     ,          ,
OR,    ,400821,#1,ASTILBE YOUNIQUE SLP TM P20656,"Astilbe x 'verysilverypink' P.P.# 20,656                    ",Younique™  Silvery Pink Astilbe,PRN,04,, 5.25 , 4.41 , 0.89 , 5.30 ,,     ,014949388600,     ,     ,,, 10 ,     , 542 ,03/01/16  ,     ,          ,     ,          ,
OR,    ,023191,#1,ASTRANTIA ABBEY ROAD PP14961,Astrantia major 'Abbey Road' P.P.# 14961                    ,Abbey Road Masterwort                                       ,PRN,04,REZ, 7.25 , 6.09 , 0.89 , 6.98 ,,     ,014949043103,     ,     ,-,3-5 EYES, 10 , 268 , 268 ,08/15/15  , 268 ,03/28/16  ,     ,          ,4B 179
OR,    ,003561,#1,AUCUBA MR GOLDSTRIKE,Aucuba japonica 'Mr. Goldstrike'                            ,Mr. Goldstrike Aucuba                                       ,EVS,06,, 8.00 , 6.72 , 0.89 , 7.61 ,,     ,014949035610,     ,     ,-,"10""H - 8""S", 10 , 41 , 41 ,08/01/15  ,     ,          ,     ,          ,1E 154
