Loc,New Plant,Item,Size,Plant Name,Common Name,CAT,Zone,Qty Allocated,QTY AVAIL NOW,2ND QTY AVAIL,2ND QTY READY DATE,2016 LIST PRICE,"ADD'L 10% 
QTY 
BUY PRICE","ADD'L 12.5% 
QTY
BUY
PRICE","UNIT 
FRT"
OR,    ,71285,#5,SPIRAEA JAP SHIROBANA,Shirobana Spirea                                            ,DCS,4,     ,30,     ,          ,22,19.8,19.25,2.91
OR,    ,71302,#2,SPIRAEA NIPPON SNOWMOUND,Snowmound Spirea                                            ,DCS,4,     ,16,     ,          ,13.75,12.38,12.03,1.45
OR,    ,71155,#5,SPIRAEA X ANTHONY WATERER,Anthony Waterer Spirea                                      ,DCS,4,46,80,     ,          ,22,19.8,19.25,2.91
OR,    ,71172,#2,SPIRAEA X GOLDFLAME,Goldflame Spirea                                            ,DCS,4,78,88,     ,          ,13.75,12.38,12.03,1.45
OR,    ,71175,#5,SPIRAEA X GOLDFLAME,Goldflame Spirea                                            ,DCS,4,79,111,     ,          ,22,19.8,19.25,2.91
OR,    ,71235,#5,SPIRAEA X LIMEMOUND R,Limemound®  Spirea,DCS,3,82,82,     ,          ,22,19.8,19.25,2.91
OR,    ,12091,#1,STACHYS BIG EARS,Big Ears Lamb's Ear                                         ,PRN,4,     ,60,     ,          ,5.25,4.73,4.59,0.58
OR,    ,12111,#1,STACHYS SILVER CARPET,Silver Carpet Lamb's Ear                                    ,PRN,4,     ,146,     ,          ,5.25,4.73,4.59,0.58
OR,,086431S,SuperOne TM,SYRINGA BLOOMERNG R DK PPL PAF,Bloomerang®  Dark Purple Lilac,DCS,3,407,"1,289",,,11, N/A , N/A ,0.97
OR,X,406801S,SuperOne TM,SYRINGA BLOOMERNG R PNK PRFM,Bloomerang®  Pink Perfume Lilac,DCS,3,132,249,     ,          ,11, N/A , N/A ,0.97
OR,X,406802S,SuperTwo,SYRINGA BLOOMERNG R PNK PRFM,Bloomerang®  Pink Perfume Lilac,DCS,3,45,     ,45,3/28/2016,18.5,16.65,16.19,1.94
OR,    ,71972,#2,SYRINGA PATULA,Korean Lilac                                                ,DCS,4,     ,35,     ,          ,16.75,15.08,14.66,1.45
OR,    ,72022,#2,SYRINGA PATULA MISS KIM,Miss Kim Korean Lilac                                       ,DCS,4,     ,60,     ,          ,16.75,15.08,14.66,1.45
OR,    ,072025PT,#5 PATIO TREE,SYRINGA PATULA MISS KIM,Miss Kim Korean Lilac                                       ,DCS,4,56,63,     ,          ,62,55.8,54.25,4.36
OR,    ,71802,#2,SYRINGA V ANGEL WHITE,Angel White Lilac                                           ,DCS,3,     ,74,     ,          ,16.75,15.08,14.66,1.45
OR,    ,71792,#2,SYRINGA V BLUE SKIES R,Blue Skies®  Lilac,DCS,3,     ,12,     ,          ,16.75,15.08,14.66,1.45
OR,    ,71795,#5,SYRINGA V BLUE SKIES R,Blue Skies®  Lilac,DCS,3,     ,95,     ,          ,25.25,22.73,22.09,2.91
OR,    ,72102,#2,SYRINGA V CHARLES JOLY,Charles Joly Lilac                                          ,DCS,3,     ,38,     ,          ,16.75,15.08,14.66,1.45
OR,    ,72105,#5,SYRINGA V CHARLES JOLY,Charles Joly Lilac                                          ,DCS,3,29,39,     ,          ,25.25,22.73,22.09,2.91
OR,    ,72152,#2,SYRINGA V LAVENDER LADY,Lavender Lady Lilac                                         ,DCS,3,     ,380,     ,          ,16.75,15.08,14.66,1.45
OR,    ,72155,#5,SYRINGA V LAVENDER LADY,Lavender Lady Lilac                                         ,DCS,3,     ,184,     ,          ,25.25,22.73,22.09,2.91
OR,    ,71902,#2,SYRINGA V LUDWIG SPAETH,Ludwig Spaeth Lilac                                         ,DCS,3,     ,11,     ,          ,16.75,15.08,14.66,1.45
OR,    ,72145,#5,SYRINGA V PRESIDENT LINCOLN,President Lincoln Lilac                                     ,DCS,3,     ,111,     ,          ,25.25,22.73,22.09,2.91
OR,    ,72162,#2,SYRINGA V SENSATION,Sensation Lilac                                             ,DCS,3,     ,18,     ,          ,16.75,15.08,14.66,1.45
OR,    ,72165,#5,SYRINGA V SENSATION,Sensation Lilac                                             ,DCS,3,     ,59,     ,          ,25.25,22.73,22.09,2.91
OR,    ,72192,#2,SYRINGA X HYA POCAHONTAS,Pocahontas Canadian Lilac                                   ,DCS,2,     ,362,     ,          ,16.75,15.08,14.66,1.45
OR,    ,72342,#2,TAXUS EMERALD SPREADR R P10335,Emerald Spreader®  Japanese Yew,CON,4,157,     ,341,5/15/2016,15.75,14.18,13.78,1.45
OR,    ,72345,#5,TAXUS EMERALD SPREADR R P10335,Emerald Spreader®  Japanese Yew,CON,4,23,123,,,23,20.7,20.13,2.91
OR,,28852,#2,TAXUS X MED HUBERS TAWNY GOLD,Huber's Tawny Gold Spreading Yew                            ,CON,4,72,113,     ,          ,17.25,15.53,15.09,1.45
OR,    ,72812,#2,THUJA OC DEGROOT'S SPIRE,Degroot's Spire Arborvitae                                  ,CON,3,29,76,     ,          ,14.75,13.28,12.91,1.45
OR,    ,73015,#5,THUJA OC EMERALD,Emerald Green Arborvitae                                    ,CON,4,     ,984,     ,          ,23,20.7,20.13,2.91
OR,    ,073015SP,#5 SPIRAL,THUJA OC EMERALD,Emerald Green Arborvitae                                    ,CON,4,4,5,     ,          ,77.25,69.53,67.59,4.36
OR,    ,07301M,#10 Squat,THUJA OC EMERALD,Emerald Green Arborvitae                                    ,CON,4,21,70,     ,          ,63.75,57.38,55.78,10.47
OR,,55972,#2,THUJA OC GOLDEN TUFFET,Golden Tuffet Arborvitae                                    ,CON,3,     ,30,     ,          ,15,13.5,13.13,1.45
OR,,31185,#5,THUJA OC MALONYANA,Malonyana Arborvitae                                        ,CON,4,     ,389,     ,          ,23,20.7,20.13,2.91
OR,,03118M,#10 Squat,THUJA OC MALONYANA,Malonyana Arborvitae                                        ,CON,4,     ,11,     ,          ,57.5,51.75,50.31,10.47
OR,    ,22172,#2,THUJA OC MR BOWLING BALL R,Mr. Bowling Ball  Arborvitae,CON,3,13,13,     ,          ,16.25,14.63,14.22,1.45
OR,,75055,#5,THUJA OC NORTH POLE R PPAF,North Pole  Arborvitae,CON,3,     ,65,     ,          ,24.5,22.05,21.44,2.91
OR,    ,73055,#5,THUJA OC RUSHMORE,Rushmore Arborvitae                                         ,CON,4,7,24,     ,          ,23,20.7,20.13,2.91
OR,    ,72912,#2,THUJA OC YELLOW RIBBON,Yellow Ribbon Arborvitae                                    ,CON,3,5,160,     ,          ,15,13.5,13.13,1.45
OR,    ,05124UT,LittleOne,THYMUS PRA PINK CHINTZ,Pink Chintz Thyme                                           ,PRN,4,     ,8,,,3.25,2.93,2.84,0.44
OR,X,412851,#1,TIARELLA JEEPERS CRPRS PP13437,Jeepers Creepers Tiarella                                   ,PRN,4,     ,152,,,6,5.4,5.25,0.58
OR,    ,29675,#5,TILIA TOMENTOSA SATIN SHADOW R,Satin Shadow®  Linden,TRE,4,     ,58,     ,          ,42,37.8,36.75,2.91
OR,,34095,#5,TSUGA CAN GRACILLIS,Gracilis Hemlock                                            ,CON,4,     ,328,     ,          ,31,27.9,27.13,2.91
OR,,38192,#2,TSUGA CAN JEDDELOH,Jeddeloh Canadian Hemlock                                   ,CON,4,     ,40,     ,          ,17.5,15.75,15.31,1.45
OR,    ,73285,#5,TSUGA CAN PENDULA,Sargent's Weeping Hemlock                                   ,CON,4,     ,155,     ,          ,48.5,43.65,42.44,2.91
OR,    ,73287,#7,TSUGA CAN PENDULA,Sargent's Weeping Hemlock                                   ,CON,4,     ,24,     ,          ,78.5,70.65,68.69,7.27
OR,,56525,#5,ULMUS X FRONTIER,Frontier Hybrid Elm                                         ,TRE,4,     ,20,     ,          ,37,33.3,32.38,2.91
OR,    ,80362,#2,VACCINIUM CORYMBOSUM CHANDLER,Chandler Midseason Blueberry                                ,DCS,4,25,134,     ,          ,15.75,14.18,13.78,1.45
OR,    ,73402,#2,VACCINIUM CORYMBOSUM NORTHLAND,Northland Midseason Blueberry                               ,DCS,3,13,59,     ,          ,15.75,14.18,13.78,1.45
OR,    ,73742,#2,VACCINIUM CORYMBOSUM PATRIOT,Patriot Early Season Blueberry                              ,DCS,3,     ,20,     ,          ,15.75,14.18,13.78,1.45
OR,    ,73745,#5,VACCINIUM CORYMBOSUM PATRIOT,Patriot Early Season Blueberry                              ,DCS,3,10,10,     ,          ,24.25,21.83,21.22,2.91
OR,    ,407072,#2,VACCINIUM X BLUE CROP,Bluecrop Blueberry                                          ,DCS,4,     ,354,     ,          ,16.25,14.63,14.22,1.45
OR,    ,407082,#2,VACCINIUM X CHIPPEWA,Chippewa Blueberry                                          ,DCS,3,     ,132,     ,          ,16.25,14.63,14.22,1.45
OR,,81702,#2,VACCINIUM X JELLY BEAN TM PPAF,BrazelBerries®  Jelly Bean  Blueberry,DCS,4,     ,193,     ,          ,16.25,14.63,14.22,1.45
OR,,79481,#1,VERONICA HYB WHITE WATER PPAF,Whitewater Speedwell                                        ,PRN,4,     ,14,     ,          ,5.75,5.18,5.03,0.58
OR,X,409261,#1,VERONICA MDY BLUES LT BLU PPAF,Moody Blues Light Blue Speedwell                            ,PRN,4,     ,75,,,5.25,4.73,4.59,0.58
OR,X,409271,#1,VERONICA MDY BLUES MAUVE PPAF,Moody Blues Mauve Speedwell                                 ,PRN,4,     ,502,,,5.25,4.73,4.59,0.58
OR,X,409251,#1,VERONICA MDY BLUES PINK PPAF,Moody Blues Pink Speedwell                                  ,PRN,4,     ,29,62,4/1/2016,5.25,4.73,4.59,0.58
OR,    ,07426UT,LittleOne,VERONICA PROSTRATA TREHANE,Trehane Speedwell                                           ,PRN,4,     ,334,     ,          ,3.25,2.93,2.84,0.44
OR,    ,17391,#1,VERONICA ROYAL CANDLES PP18932,Royal Candles Speedwell                                     ,PRN,4,     ,     ,387,6/1/2016,5.25,4.73,4.59,0.58
OR,    ,73621,#1,VERONICA SPICATA RED FOX,Red Fox Spike Speedwell                                     ,PRN,4,     ,133,202,3/1/2016,5.25,4.73,4.59,0.58
OR,    ,073624PTC,"4"" Pot POT-TERRA",VERONICA SPICATA RED FOX,Red Fox Spike Speedwell                                     ,PRN,4,     ,46,     ,          ,3.5,3.15,3.06,0.33
OR,    ,07362UT,LittleOne,VERONICA SPICATA RED FOX,Red Fox Spike Speedwell                                     ,PRN,4,     ,16,     ,          ,3.25,2.93,2.84,0.44
OR,X,412861,#1,VERONICA VERNIQUE TM BLUE,Vernique  Blue Speedwell,PRN,4,     ,6,     ,          ,5.75,5.18,5.03,0.58
OR,    ,74652,#2,VIB OPULUS NANUM,Dwarf Cranberry Bush                                        ,DCS,4,     ,1,     ,          ,14.75,13.28,12.91,1.45
OR,    ,76081,#1,VINCA MINOR ATROPURPUREA,Wine Common Periwinkle                                      ,PRN,4,     ,681,     ,          ,5.25,4.73,4.59,0.58
OR,    ,76131,#1,VINCA MINOR BOWLES',Bowles' Common Periwinkle                                   ,PRN,4,     ,"2,313",,,5.25,4.73,4.59,0.58
OR,    ,07613UT,LittleOne,VINCA MINOR BOWLES',Bowles' Common Periwinkle                                   ,PRN,4,56,"8,735",,,3.25,2.93,2.84,0.44
OR,    ,76392,#2,WEIGELA FL DARK HORSE PP14381,Dark Horse Weigela                                          ,DCS,4,     ,695,,,15.25,13.73,13.34,1.45
OR,    ,76542,#2,WEIGELA FL PINK POPPET,Pink Poppet Weigela                                         ,DCS,3,     ,91,     ,          ,15,13.5,13.13,1.45
OR,    ,76545,#5,WEIGELA FL PINK POPPET,Pink Poppet Weigela                                         ,DCS,3,5,194,     ,          ,22,19.8,19.25,2.91
OR,    ,076561S,SuperOne TM,WEIGELA FL WINE&ROSES R P10772,Wine & Roses®  Weigela,DCS,4,     ,15,     ,          ,10,9,8.75,0.97
OR,    ,076562S,SuperTwo,WEIGELA FL WINE&ROSES R P10772,Wine & Roses®  Weigela,DCS,4,     ,115,     ,          ,17.75,15.98,15.53,1.94
OR,    ,17572,#2,WEIGELA MAGICAL R FNTSY P13567,Magical®  Fantasy Weigela,DCS,4,     ,88,     ,          ,15,13.5,13.13,1.45
OR,    ,17575,#5,WEIGELA MAGICAL R FNTSY P13567,Magical®  Fantasy Weigela,DCS,4,17,28,     ,          ,22,19.8,19.25,2.91
OR,    ,407362S,SuperTwo,WEIGELA SONIC BLOOM TM PRL PAF,Sonic Bloom  Pearl Weigela,DCS,4,36,     ,437,4/27/2016,19,17.1,16.63,1.94
OR,    ,17341,#1 STAKED,WISTERIA MAC BLUE MOON,Blue Moon Kentucky Wisteria                                 ,VIN,4,     ,52,     ,          ,9.25,8.33,8.09,0.58
OR,    ,17345,#5 STAKED,WISTERIA MAC BLUE MOON,Blue Moon Kentucky Wisteria                                 ,VIN,4,     ,18,     ,          ,23.75,21.38,20.78,2.91
