Code,Item#,Item Description,Common,OR 2013,,,,,,
017455,1745,CORYLUS AV CONTORTA-OWN ROOT,Harry Lauder's Walking Stick,31.50 ,,,,,,
017457,1745,CORYLUS AV CONTORTA-OWN ROOT,Harry Lauder's Walking Stick,70.00 ,,,,,,
004411,441,COSMOS ATROSANGUINEUS,Chocolate Cosmos,,,,,,,
028301,2830,COT ACUTIFOLIUS,Peking Cotoneaster,5.50 ,,,,,,
028501,2850,COT APICULATUS,Cranberry Cotoneaster,5.50 ,,,,,,
028502,2850,COT APICULATUS,Cranberry Cotoneaster,12.50 ,,,,,,
028505,2850,COT APICULATUS,Cranberry Cotoneaster,17.50 ,,,,,,
028505PT,2850,COT APICULATUS,Cranberry Cotoneaster,52.50 ,,,,,,
02855UT,2855,COT APICULATUS TOM THUMB,Tom Thumb Cranberry Cotoneaster,4.00 ,,,,,,
028551,2855,COT APICULATUS TOM THUMB,Tom Thumb Cranberry Cotoneaster,5.75 ,,,,,,
028552,2855,COT APICULATUS TOM THUMB,Tom Thumb Cranberry Cotoneaster,13.00 ,,,,,,
028555PT,2855,COT APICULATUS TOM THUMB,Tom Thumb Cranberry Cotoneaster,52.50 ,,,,,,
029001,2900,COT DAM CORAL BEAUTY,Coral Beauty Cotoneaster,5.75 ,,,,,,
029002,2900,COT DAM CORAL BEAUTY,Coral Beauty Cotoneaster,13.00 ,,,,,,
029005,2900,COT DAM CORAL BEAUTY,Coral Beauty Cotoneaster,18.25 ,,,,,,
029005PT,2900,COT DAM CORAL BEAUTY,Coral Beauty Cotoneaster,52.50 ,,,,,,
029101,2910,COT DAM EICHHOLZ,Eichholz Cotoneaster,5.75 ,,,,,,
029102,2910,COT DAM EICHHOLZ,Eichholz Cotoneaster,13.00 ,,,,,,
029451,2945,COT HOR PERPUSILLUS,Prostrate Rock Cotoneaster,5.75 ,,,,,,
029455,2945,COT HOR PERPUSILLUS,Prostrate Rock Cotoneaster,18.25 ,,,,,,
028311,2831,COT HOR VARIEGATUS,Variegated Rock Cotoneaster,5.50 ,,,,,,
028315,2831,COT HOR VARIEGATUS,Variegated Rock Cotoneaster,18.25 ,,,,,,
03025UT,3025,COT STREIB'S FINDLING,Streibs Findling Cotoneaster,4.25 ,,,,,,
030251,3025,COT STREIB'S FINDLING,Streibs Findling Cotoneaster,5.75 ,,,,,,
030252,3025,COT STREIB'S FINDLING,Streibs Findling Cotoneaster,13.00 ,,,,,,
030255,3025,COT STREIB'S FINDLING,Streibs Findling Cotoneaster,18.25 ,,,,,,
030255PT,3025,COT STREIB'S FINDLING,Streibs Findling Cotoneaster,52.50 ,,,,,,
017641,1764,COTI MAGICAL R GRN FNTN P14120,Magical ® Green Fountain Smoke Tre,12.75 ,,,,,,
017642,1764,COTI MAGICAL R GRN FNTN P14120,Magical ® Green Fountain Smoke Tre,18.25 ,,,,,,
017645,1764,COTI MAGICAL R GRN FNTN P14120,Magical ® Green Fountain Smoke Tre,26.25 ,,,,,,
01764M,1764,COTI MAGICAL R GRN FNTN P14120,Magical ® Green Fountain Smoke Tre,68.25 ,,,,,,
016612,1661,COTINUS C GOLDEN SPIRIT P13082,Golden Spirit Smoke Tree,18.25 ,,,,,,
016615,1661,COTINUS C GOLDEN SPIRIT P13082,Golden Spirit Smoke Tree,26.25 ,,,,,,
01661M,1661,COTINUS C GOLDEN SPIRIT P13082,Golden Spirit Smoke Tree,68.25 ,,,,,,
028141,2814,COTINUS COG ROYAL PURPLE,Royal Purple Smoke Tree,12.75 ,,,,,,
028142,2814,COTINUS COG ROYAL PURPLE,Royal Purple Smoke Tree,18.25 ,,,,,,
028145,2814,COTINUS COG ROYAL PURPLE,Royal Purple Smoke Tree,26.25 ,,,,,,
028145PT,2814,COTINUS COG ROYAL PURPLE,Royal Purple Smoke Tree,52.50 ,,,,,,
02814M,2814,COTINUS COG ROYAL PURPLE,Royal Purple Smoke Tree,68.25 ,,,,,,
028151,2815,COTINUS X GRACE,Grace Smoke Tree,12.75 ,,,,,,
028152,2815,COTINUS X GRACE,Grace Smoke Tree,18.25 ,,,,,,
028155,2815,COTINUS X GRACE,Grace Smoke Tree,26.25 ,,,,,,
028155PT,2815,COTINUS X GRACE,Grace Smoke Tree,52.50 ,,,,,,
02815M,2815,COTINUS X GRACE,Grace Smoke Tree,68.25 ,,,,,,
074161,7416,COTYLEDON ORB SILVER CLOUD,,,,,,,,
069201,6920,COTYLEDON ORBICULATA,,,,,,,,
063641,6364,CRASSULA CAPITELLA CAMPFIRE,Campfire Crassula,,,,,,,
078231,7823,CRASSULA CLAVATA,Crassula,,,,,,,
079261,7926,CRASSULA PEL CALICO KITTEN,Calico Kitten Crassula,,,,,,,
023662,2366,CROCOSMIA BABYLON,Babylon Montbretia,12.00 ,,,,,,
048781,4878,CROCOSMIA BRIGHT EYES R P17165,Bright Eyes Montbretia,,,,,,,
048782,4878,CROCOSMIA BRIGHT EYES R P17165,Bright Eyes Montbretia,,,,,,,
080972,8097,CROCOSMIA BUTTERCUP,Buttercup Montbretia,12.00 ,,,,,,
057452,5745,CROCOSMIA COLUMBUS,Columbus Montbretia,12.00 ,,,,,,
019472,1947,CROCOSMIA EMBERGLOW,Emberglow Montbretia,12.00 ,,,,,,
073411,7341,CROCOSMIA LUCIFER,Lucifer Crocosmia,,,,,,,
073412,7341,CROCOSMIA LUCIFER,Lucifer Crocosmia,,,,,,,
089392,8939,CROSSANDRA ORANGE MARMALADE,,,,,,,,
089402,8940,CROSSANDRA RED MARMALADE,,,,,,,,
035351,3535,CRYPTOMERIA J BLACK DRAGON,Black Dragon Japanese Cedar,8.50 ,,,,,,
035355,3535,CRYPTOMERIA J BLACK DRAGON,Black Dragon Japanese Cedar,26.25 ,,,,,,
048525,4852,CRYPTOMERIA J GLOBOSA,,,,,,,,
031431,3143,CRYPTOMERIA J GLOBOSA NANA,Dwarf Japanese Cedar,8.50 ,,,,,,
031435,3143,CRYPTOMERIA J GLOBOSA NANA,Dwarf Japanese Cedar,26.25 ,,,,,,
028815,2881,CRYPTOMERIA J GYOKURYU,Gyokuryu Japanese Cedar,,,,,,,
028819,2881,CRYPTOMERIA J GYOKURYU,Gyokuryu Japanese Cedar,,,,,,,
004461,446,CRYPTOMERIA J YOSHINO,Yoshino Japanese Cedar,8.50 ,,,,,,
004465,446,CRYPTOMERIA J YOSHINO,Yoshino Japanese Cedar,26.25 ,,,,,,
030605,3060,CUP AR BLUE PYRAMID,Blue Pyramid Cypress,,,,,,,
030607,3060,CUP AR BLUE PYRAMID,Blue Pyramid Cypress,,,,,,,
047115,4711,CUP GLABRA CHAPARRAL,,22.50 ,,,,,,
047105,4710,CUP GLABRA SULPHUREA,,22.50 ,,,,,,
030521,3052,CUP LEY CASTLEWELLAN,Golden Leyland Cypress,,,,,,,
030525,3052,CUP LEY CASTLEWELLAN,Golden Leyland Cypress,,,,,,,
030527,3052,CUP LEY CASTLEWELLAN,Golden Leyland Cypress,,,,,,,
030511,3051,CUP LEY EMERALD ISLE R,Emerald Isle ® Leyland Cypress,,,,,,,
030512,3051,CUP LEY EMERALD ISLE R,Emerald Isle ® Leyland Cypress,,,,,,,
030512SP,3051,CUP LEY EMERALD ISLE R,Emerald Isle ® Leyland Cypress,,,,,,,
030515,3051,CUP LEY EMERALD ISLE R,Emerald Isle ® Leyland Cypress,,,,,,,
030515SP,3051,CUP LEY EMERALD ISLE R,Emerald Isle ® Leyland Cypress,,,,,,,
030517,3051,CUP LEY EMERALD ISLE R,Emerald Isle ® Leyland Cypress,,,,,,,
030517SP,3051,CUP LEY EMERALD ISLE R,Emerald Isle ® Leyland Cypress,,,,,,,
030519,3051,CUP LEY EMERALD ISLE R,Emerald Isle ® Leyland Cypress,,,,,,,
031645,3164,CUP LEY GOLD RIDER,Gold Rider Leyland Cypress,,,,,,,
031649,3164,CUP LEY GOLD RIDER,Gold Rider Leyland Cypress,,,,,,,
030541,3054,CUP LEY NAYLOR'S BLUE,Naylor's Blue Leyland Cypress,,,,,,,
030545,3054,CUP LEY NAYLOR'S BLUE,Naylor's Blue Leyland Cypress,,,,,,,
030505,3050,CUP LEYLANDII,Leyland Cypress,,,,,,,
030507,3050,CUP LEYLANDII,Leyland Cypress,,,,,,,
030509,3050,CUP LEYLANDII,Leyland Cypress,,,,,,,
047571,4757,CUP MAC DONARD GOLD,Donard Gold Monterey Cypress,6.75 ,,,,,,
047572,4757,CUP MAC DONARD GOLD,Donard Gold Monterey Cypress,14.25 ,,,,,,
047575,4757,CUP MAC DONARD GOLD,Donard Gold Monterey Cypress,22.50 ,,,,,,
04757M,4757,CUP MAC DONARD GOLD,Donard Gold Monterey Cypress,52.50 ,,,,,,
055812,5581,CUP MAC WILMA GOLDCREST,Wilma Goldcrest (Monterey) Cypress,14.25 ,,,,,,
055815,5581,CUP MAC WILMA GOLDCREST,Wilma Goldcrest (Monterey) Cypress,22.50 ,,,,,,
030701,3070,CUP SEMP GLAUCA,Blue Italian Cypress,,,,,,,
030705,3070,CUP SEMP GLAUCA,Blue Italian Cypress,,,,,,,
030707,3070,CUP SEMP GLAUCA,Blue Italian Cypress,,,,,,,
030709,3070,CUP SEMP GLAUCA,Blue Italian Cypress,,,,,,,
030751,3075,CUP SEMP SWANE'S GOLDEN,Swane's Golden Italian Cypress,6.75 ,,,,,,
030752,3075,CUP SEMP SWANE'S GOLDEN,Swane's Golden Italian Cypress,14.25 ,,,,,,
030755,3075,CUP SEMP SWANE'S GOLDEN,Swane's Golden Italian Cypress,22.50 ,,,,,,
030755SP,3075,CUP SEMP SWANE'S GOLDEN,Swane's Golden Italian Cypress,,,,,,,
030757,3075,CUP SEMP SWANE'S GOLDEN,Swane's Golden Italian Cypress,,,,,,,
03075E,3075,CUP SEMP SWANE'S GOLDEN,Swane's Golden Italian Cypress,,,,,,,
030731,3073,CUP SEMP TINY TOWER R PP12933,Tiny Tower ® Italian Cypress,7.50 ,,,,,,
030732,3073,CUP SEMP TINY TOWER R PP12933,Tiny Tower ® Italian Cypress,14.75 ,,,,,,
030735,3073,CUP SEMP TINY TOWER R PP12933,Tiny Tower ® Italian Cypress,23.00 ,,,,,,
030737,3073,CUP SEMP TINY TOWER R PP12933,Tiny Tower ® Italian Cypress,,,,,,,
030739,3073,CUP SEMP TINY TOWER R PP12933,Tiny Tower ® Italian Cypress,,,,,,,
03073E,3073,CUP SEMP TINY TOWER R PP12933,Tiny Tower ® Italian Cypress,14.50 ,,,,,,
03073Z,3073,CUP SEMP TINY TOWER R PP12933,Tiny Tower ® Italian Cypress,,,,,,,
083041,8304,CUPHEA HYS ITSY BITSY R LILAC,Itsy Bitsy ® Lilac False Heather,,,,,,,
030121,3012,CUPHEA HYS ITSY BITSY R ROSE,Itsy Bitsy ® Rose False Heather,,,,,,,
083001,8300,CUPHEA HYS ITSY BITSY R WHITE,Itsy Bitsy ® White False Heather,,,,,,,
033711,3371,CUPHEA HYS RIVERDENE GOLD PPAF,Riverdene Gold False Heather,,,,,,,
030491,3049,CUPHEA HYSSOPIFOLIA,Mexican Heather,,,,,,,
032891,3289,CUPHEA LLAVEA,Bat Face Cuphea,,,,,,,
093881,9388,CUPHEA LLAVEA CHA CHA PPAF,Cha Cha Bat Face Cuphea,,,,,,,
046301,4630,CUPHEA LLAVEA PINK SELECT,Pink Select Bat Face Cuphea,,,,,,,
093891,9389,CUPHEA LLAVEA RUMBA PP17213,Flamenco Rumba Cuphea,,,,,,,
093901,9390,CUPHEA LLAVEA SAMBA PP17823,Flamenco Samba Cuphea,,,,,,,
093911,9391,CUPHEA LLAVEA TANGO PP17285,Flamenco Tango Cuphea,,,,,,,
088912,8891,CYNARA SCO GREEN GLOBE,Improved Green Globe Artichoke,,,,,,,
031122,3112,CYNARA SCO IMP GREEN GLOBE,Improved Green Globe Artichoke,,,,,,,
035431S,3543,CYPRIPEDIUM REGINAE,Showy Lady's Slipper,5.80 ,,,,,,
031381,3138,CYTISUS ALLGOLD,Allgold Scotch Broom,6.25 ,,,,,,
031382,3138,CYTISUS ALLGOLD,Allgold Scotch Broom,12.00 ,,,,,,
031385,3138,CYTISUS ALLGOLD,Allgold Scotch Broom,18.75 ,,,,,,
031361,3136,CYTISUS LENA,Lena Scotch Broom,6.25 ,,,,,,
031365,3136,CYTISUS LENA,Lena Scotch Broom,18.75 ,,,,,,
031451,3145,CYTISUS MINSTEAD,Minstead Scotch Broom,6.25 ,,,,,,
031455,3145,CYTISUS MINSTEAD,Minstead Scotch Broom,18.75 ,,,,,,
048531,4853,CYTISUS PUR SPANISH GOLD R,,6.25 ,,,,,,
048532,4853,CYTISUS PUR SPANISH GOLD R,,15.50 ,,,,,,
038201,3820,CYTISUS X SPACHIANUS,Sweet Broom,,,,,,,
038202,3820,CYTISUS X SPACHIANUS,Sweet Broom,,,,,,,
038205,3820,CYTISUS X SPACHIANUS,Sweet Broom,,,,,,,
031532,3153,DAPHNE BURK CAROL MACKIE,Carol Mackie Daphne,15.00 ,,,,,,
049231,4923,DAPHNE ETRNL FRAGRANCE PP18361,Eternal Fragrance Daphne,9.00 ,,,,,,
049232,4923,DAPHNE ETRNL FRAGRANCE PP18361,Eternal Fragrance Daphne,17.50 ,,,,,,
049233,4923,DAPHNE ETRNL FRAGRANCE PP18361,Eternal Fragrance Daphne,30.00 ,,,,,,
031521S,3152,DAPHNE OD AUREO-MARGINATA,Variegated Winter Daphne,10.00 ,,,,,,
031523,3152,DAPHNE OD AUREO-MARGINATA,Variegated Winter Daphne,30.00 ,,,,,,
031525PT,3152,DAPHNE OD AUREO-MARGINATA,Variegated Winter Daphne,52.50 ,,,,,,
049822,4982,DAPHNE X HOUT FEBRUARY PLUM,February Plum Daphne,17.50 ,,,,,,
049825,4982,DAPHNE X HOUT FEBRUARY PLUM,February Plum Daphne,30.00 ,,,,,,
048065,4806,DAPHNE X NAPOLITANA,,30.00 ,,,,,,
068312,6831,DAPHNE X TRANSATL SUMMER ICE,,17.50 ,,,,,,
072065,7206,DAPHNIPHYLLUM MACRO HC 97,,22.50 ,,,,,,
025345,2534,DASYLIRION LONGISSIUM,Mexican Grass Tree,,,,,,,
025349,2534,DASYLIRION LONGISSIUM,Mexican Grass Tree,,,,,,,
034845,3484,DASYLIRION TEXANUM,Texas Sotol,,,,,,,
029585,2958,DASYLIRION WHEELERI,Silver Desert Spoon,,,,,,,
025675,2567,DAVIDIA INVOLUCRATA,Dove Tree,22.50 ,,,,,,
03420UT,3420,DELOSPERMA COOPERI,Hardy Ice Plant,3.25 ,,,,,,
034201,3420,DELOSPERMA COOPERI,Hardy Ice Plant,5.35 ,,,,,,
04854UT,4854,DELOSPERMA DY RED MOUNTAIN R,Red Mountain ® Ice Plant,3.25 ,,,,,,
048541,4854,DELOSPERMA DY RED MOUNTAIN R,Red Mountain ® Ice Plant,5.35 ,,,,,,
078741,7874,DELOSPERMA FIRE SPINNER R,Fire Spinner ® Ice Plant,,,,,,,
08467UT,8467,DELOSPERMA JL OF DSRT RUBY PAF,Jewel of the Desert Ruby Ice Plant,3.25 ,,,,,,
084671,8467,DELOSPERMA JL OF DSRT RUBY PAF,Jewel of the Desert Ruby Ice Plant,5.35 ,,,,,,
05946UT,5946,DELOSPERMA MESA VERDE PP13876,Mesa Verde ® Ice Plant,3.25 ,,,,,,
059461,5946,DELOSPERMA MESA VERDE PP13876,Mesa Verde ® Ice Plant,5.35 ,,,,,,
05947UT,5947,DELOSPERMA NUB BASUTOLAND,Yellow Ice Plant,3.25 ,,,,,,
059471,5947,DELOSPERMA NUB BASUTOLAND,Yellow Ice Plant,5.35 ,,,,,,
07584UT,7584,DELOSPERMA NUB HARDY,Hardy Yellow Ice Plant,,,,,,,
07585UT,7585,DELOSPERMA WHITE NUGGET,White Nugget Ice Plant,,,,,,,
075551,7555,DELPHINIUM G MORPHO GRAND BLUE,Morpho Grand Blue Larkspur,5.00 ,,,,,,
00459UT,459,DELPHINIUM GRAND BLUE MIRROR,Blue Mirror Delphinium,,,,,,,
004591,459,DELPHINIUM GRAND BLUE MIRROR,Blue Mirror Delphinium,5.00 ,,,,,,
00462UT,462,DELPHINIUM MAGIC FOUNTAIN,Magic Fountain Mix Delphinium,,,,,,,
00680UT,680,DELPHINIUM SUMMER CLOUD,,,,,,,,
029891S,2989,DEUTZIA CHRDNY PERLS R PP16098,Chardonnay Pearls ® Deutzia,7.75 ,,,,,,
029892S,2989,DEUTZIA CHRDNY PERLS R PP16098,Chardonnay Pearls ® Deutzia,13.75 ,,,,,,
031571,3157,DEUTZIA GRACILIS NIKKO,Dwarf Nikko Deutzia,5.50 ,,,,,,
031572,3157,DEUTZIA GRACILIS NIKKO,Dwarf Nikko Deutzia,12.75 ,,,,,,
031591,3159,DEUTZIA HYBRIDA PINK-A-BOO R,Pink-A-Boo ® Deutzia,5.50 ,,,,,,
031595,3159,DEUTZIA HYBRIDA PINK-A-BOO R,Pink-A-Boo ® Deutzia,18.75 ,,,,,,
091861,9186,DEUTZIA NA74354,,,,,,,,
091871,9187,DEUTZIA NA74355,,,,,,,,
052211,5221,DEUTZIA PULCHRA (7046),,,,,,,,
056421,5642,DEUTZIA SET CORYMBIFLORA,Chinese Snow Flower,6.50 ,,,,,,
056422,5642,DEUTZIA SET CORYMBIFLORA,Chinese Snow Flower,15.00 ,,,,,,
056425,5642,DEUTZIA SET CORYMBIFLORA,Chinese Snow Flower,21.00 ,,,,,,
031581,3158,DEUTZIA X KALMIIFLORA,Kalmia Flowered Deutzia,5.50 ,,,,,,
031582,3158,DEUTZIA X KALMIIFLORA,Kalmia Flowered Deutzia,12.75 ,,,,,,
031585,3158,DEUTZIA X KALMIIFLORA,Kalmia Flowered Deutzia,18.25 ,,,,,,
091881,9188,DEUTZIA X NIKKO BLUSH NA74356,Nikko Blush Deutzia,,,,,,,
091882,9188,DEUTZIA X NIKKO BLUSH NA74356,Nikko Blush Deutzia,13.00 ,,,,,,
098281S,9828,DIANELLA CAE BECCA PP18505,Becca ™ Flax Lily,,,,,,,
098301S,9830,DIANELLA CAE CASSABLUE PPAF,Cassa Blue ™ Flax Lily,,,,,,,
098371S,9837,DIANELLA LITTLE BECCA PP18452,Little Becca ™ Flax Lily,,,,,,,
098311S,9831,DIANELLA REV BABY BLISS P18883,Baby Bliss ™ Flax Lily,,,,,,,
098271S,9827,DIANELLA RV LITTLE REV PP17719,Little Rev ™ Flax Lily,,,,,,,
066061,6606,DIANELLA TAS SILVER STREAK,Silver Streak Flax Lily,,,,,,,
066062,6606,DIANELLA TAS SILVER STREAK,Silver Streak Flax Lily,16.50 ,,,,,,
098291S,9829,DIANELLA TAS TASRED PPAF,Tasred ™ Flax Lily,,,,,,,
016351,1635,DIANELLA TAS YELLOW STRIPE,Gold Stripe Flax Lily,,,,,,,
016352,1635,DIANELLA TAS YELLOW STRIPE,Gold Stripe Flax Lily,,,,,,,
031341,3134,DIANELLA TASMANICA VARIEGATA,Variegated Flax Lily,,,,,,,
031342,3134,DIANELLA TASMANICA VARIEGATA,Variegated Flax Lily,15.00 ,,,,,,
068521,6852,DIANTHUS BAR DIAB PUR PICOTEE,,5.00 ,,,,,,
044731,4473,DIANTHUS BAR HEART ATTACK,Heart Attack Sweet William,,,,,,,
067621,6762,DIANTHUS BAR NANUS MIDGET,Dwarf Sweet William,5.00 ,,,,,,
067631,6763,DIANTHUS BAR OESCHBERG,Oeschberg Sweet William,5.00 ,,,,,,
073451,7345,DIANTHUS COCONUT PUNCH PPAF,Coconut Punch Dianthus,5.30 ,,,,,,
044741,4474,DIANTHUS CRANBERRY ICE PPAF,Cranberry Ice Maiden Pink,,,,,,,
073521,7352,DIANTHUS DRAGON FRUIT PPAF,Dragon Fruit Pink,,,,,,,
00689UT,689,DIANTHUS EVERLAST BURGDY BLUSH,EverLast Burgundy Blush Maiden Pink,,,,,,,
006891,689,DIANTHUS EVERLAST BURGDY BLUSH,EverLast Burgundy Blush Maiden Pink,,,,,,,
00690UT,690,DIANTHUS EVERLAST LILAC + EYE,EverLast Lilac + Eye Maiden Pink,,,,,,,
006901,690,DIANTHUS EVERLAST LILAC + EYE,EverLast Lilac + Eye Maiden Pink,,,,,,,
00695UT,695,DIANTHUS EVERLAST ORCHID,EverLast Orchid Maiden Pink,,,,,,,
006951,695,DIANTHUS EVERLAST ORCHID,EverLast Orchid Maiden Pink,,,,,,,
05968UT,5968,DIANTHUS FIRE STAR PP14895,Fire Star Maiden Pink,,,,,,,
059681,5968,DIANTHUS FIRE STAR PP14895,Fire Star Maiden Pink,,,,,,,
067731,6773,DIANTHUS FIRST LOVE R,First Love ® Cheddar Pink,5.30 ,,,,,,
03133UT,3133,DIANTHUS FROSTY FIRE,Frosty Fire Cheddar Pink,3.00 ,,,,,,
031331,3133,DIANTHUS FROSTY FIRE,Frosty Fire Cheddar Pink,5.30 ,,,,,,
00461UT,461,DIANTHUS G RED BEAUTY PP20301,,,,,,,,
00471UT,471,DIANTHUS GRAT BATHS PINK,Bath's Cheddar Pink,,,,,,,
004711,471,DIANTHUS GRAT BATHS PINK,Bath's Cheddar Pink,,,,,,,
00472UT,472,DIANTHUS GRAT FIREWITCH,Firewitch Cheddar Pink,,,,,,,
004721,472,DIANTHUS GRAT FIREWITCH,Firewitch Cheddar Pink,5.00 ,,,,,,
004741,474,DIANTHUS GRAT MOUNTAIN MIST,Mountain Mist Cheddar Pink,,,,,,,
04596UT,4596,DIANTHUS NEON STAR PP14549,Neon Star Maiden Pink,,,,,,,
073511,7351,DIANTHUS POMEGRANATE KISS PPAF,Pomegranate Kiss Pinks,,,,,,,
094501,9450,DIANTHUS RASP SURPRISE PP16029,Raspberry Surprise Maiden Pink,,,,,,,
03647UT,3647,DIANTHUS RASPBRY SWIRL PP14377,Raspberry Swirl Maiden Pink,3.00 ,,,,,,
036471,3647,DIANTHUS RASPBRY SWIRL PP14377,Raspberry Swirl Maiden Pink,,,,,,,
07581UT,7581,DIANTHUS SHOOTING STAR PPAF,,,,,,,,
02477UT,2477,DIANTHUS SPANGLED STAR PP13029,Spangled Star Maiden Pink,,,,,,,
024771,2477,DIANTHUS SPANGLED STAR PP13029,Spangled Star Maiden Pink,,,,,,,
042771,4277,DIANTHUS WINK,Wink Maiden Pink,5.30 ,,,,,,
014561,1456,DIASCIA INT CORAL CANYON R,Coral Canyon ® Hardy Twinspur,5.75 ,,,,,,
06774UT,6774,DIASCIA INTEGERRIMA BENTH,Benth Twinspur,,,,,,,
067741,6774,DIASCIA INTEGERRIMA BENTH,Benth Twinspur,,,,,,,
004801,480,DICENTRA BURNINGHEARTS PP20797,Burning Hearts Bleeding Heart,8.75 ,,,,,,
004811,481,DICENTRA KING OF HEARTS,King Of Hearts Bleeding Heart,,,,,,,
004901,490,DICENTRA SP VALENTINE R P22739,Valentine ® Bleeding Heart,6.25 ,,,,,,
004902,490,DICENTRA SP VALENTINE R P22739,Valentine ® Bleeding Heart,14.00 ,,,,,,
035621,3562,DICENTRA SPEC GOLD HEART,Gold Heart Bleeding Heart,6.25 ,,,,,,
035621S,3562,DICENTRA SPEC GOLD HEART,Gold Heart Bleeding Heart,7.25 ,,,,,,
035622,3562,DICENTRA SPEC GOLD HEART,Gold Heart Bleeding Heart,14.00 ,,,,,,
004841,484,DICENTRA SPECTABILIS,Bleeding Heart,,,,,,,
075861,7586,DICENTRA SPECTABILIS ALBA,White Bleeding Heart,,,,,,,
031611,3161,DICENTRA X LUXURIANT,Luxuriant Fringed Bleeding Heart,5.50 ,,,,,,
061591,6159,DIETES BICOLOR (MORAEA),Fortnight Lily,,,,,,,
061595,6159,DIETES BICOLOR (MORAEA),Fortnight Lily,,,,,,,
061601,6160,DIETES IRIDIOIDES (MORAEA),African Iris,,,,,,,
061605,6160,DIETES IRIDIOIDES (MORAEA),African Iris,,,,,,,
046741,4674,DIETES X KATRINA R PP 21460,KATRINA ® African Iris,,,,,,,
046741S,4674,DIETES X KATRINA R PP 21460,KATRINA ® African Iris,,,,,,,
046742,4674,DIETES X KATRINA R PP 21460,KATRINA ® African Iris,,,,,,,
046745,4674,DIETES X KATRINA R PP 21460,KATRINA ® African Iris,,,,,,,
00487UT,487,DIGITALIS PURPUREA FOXY,Foxy Foxglove,,,,,,,
004871,487,DIGITALIS PURPUREA FOXY,Foxy Foxglove,,,,,,,
00488UT,488,DIGITALIS X MERTONENSIS,Strawberry Foxglove,,,,,,,
004881,488,DIGITALIS X MERTONENSIS,Strawberry Foxglove,,,,,,,
03608MT,3608,DIOSPYROS FUYU,Fuyu Japanese Persimmon,,,,,,,
053561,5356,DISPOROPSIS JINFUSHANENSIS,Sichuan Jade Fairy Bell,,,,,,,
021821,2182,DISPOROPSIS PER SICHUAN JADE,Sichuan Jade Solomon's Seal,5.75 ,,,,,,
049831,4983,DISPORUM CANT GREEN GIANT,Chinese Fairy Bells,6.70 ,,,,,,
049832,4983,DISPORUM CANT GREEN GIANT,Chinese Fairy Bells,14.00 ,,,,,,
049835,4983,DISPORUM CANT GREEN GIANT,Chinese Fairy Bells,22.00 ,,,,,,
080762,8076,DISPORUM CANT NIGHT HERON,Night Heron Chinese Fairy Bells,14.00 ,,,,,,
012451,1245,DISTICTIS BUCCINATORIA,Scarlet Trumpet Vine,,,,,,,
012455,1245,DISTICTIS BUCCINATORIA,Scarlet Trumpet Vine,,,,,,,
012471,1247,DISTICTIS RIVERS,Royal Trumpet Vine,,,,,,,
012472,1247,DISTICTIS RIVERS,Royal Trumpet Vine,,,,,,,
012475,1247,DISTICTIS RIVERS,Royal Trumpet Vine,,,,,,,
031651,3165,DODONAEA VIS PURPUREA,Purple Hopseed Bush,,,,,,,
031655,3165,DODONAEA VIS PURPUREA,Purple Hopseed Bush,,,,,,,
072241,7224,DORONICUM OR LEONARDO TM COMP,Leonardo ™ Compact Leopard's Bane,4.80 ,,,,,,
033291,3329,DORONICUM OR LITTLE LEO,Little Leo Leopard's Bane,4.80 ,,,,,,
049852,4985,DRIMYS HYB-WINDCLIFF RED STEM,,14.00 ,,,,,,
050611,5061,DRIMYS LANCEOLATA,Mountain Pepper,6.75 ,,,,,,
050612,5061,DRIMYS LANCEOLATA,Mountain Pepper,14.00 ,,,,,,
050615,5061,DRIMYS LANCEOLATA,Mountain Pepper,20.50 ,,,,,,
049845,4984,DRIMYS WIN PEWTER PILLAR R,Pewter Pillar ® Winter's Bark,20.50 ,,,,,,
049845TR,4984,DRIMYS WIN PEWTER PILLAR R,Pewter Pillar ® Winter's Bark,31.50 ,,,,,,
057791,5779,DUDLEYA PULVERULENTA,Chalk Liveforever,,,,,,,
069211,6921,ECHEVERIA AGAVOIDES LIPSTICK,Lipstick Echeveria,,,,,,,
06350UT,6350,ECHEVERIA BLACK PRINCE,Black Prince Echeveria,,,,,,,
063501,6350,ECHEVERIA BLACK PRINCE,Black Prince Echeveria,,,,,,,
063501S,6350,ECHEVERIA BLACK PRINCE,Black Prince Echeveria,,,,,,,
067501S,6750,ECHEVERIA CANTE WHITE CLOUD,White Cloud Echeveria,,,,,,,
067502,6750,ECHEVERIA CANTE WHITE CLOUD,White Cloud Echeveria,,,,,,,
079151,7915,ECHEVERIA DERENBERGII,Painted Lady,,,,,,,
079161,7916,ECHEVERIA ELEGANS,Mexican Snowball,6.75 ,,,,,,
073801,7380,ECHEVERIA GIBBIFLORA METALLICA,Metallic Echeveria,,,,,,,
073822,7382,ECHEVERIA HAAGI TOLIMAENSIS,,,,,,,,
077831S,7783,ECHEVERIA HYB RED GLO TM,Retro Succulents ® Red Glo ™,,,,,,,
06863UT,6863,ECHEVERIA IMBRICATA,Blue Rose Echeveria,,,,,,,
068631,6863,ECHEVERIA IMBRICATA,Blue Rose Echeveria,,,,,,,
068631S,6863,ECHEVERIA IMBRICATA,Blue Rose Echeveria,,,,,,,
