Loc,Item,Plant Name,Botanical Name,Common Name,Chosen Items,Royalty Code,UPC#,
GA,013051,BOUG PURPLE QUEEN R,Bougainvillea 'Moneth'                                      ,Purple Queen®  Bougainvillea,,,014949130513,
CA,013051BH,BOUG PURPLE QUEEN R,Bougainvillea 'Moneth'                                      ,Purple Queen®  Bougainvillea,,,014949130711,
GA,013051BH,BOUG PURPLE QUEEN R,Bougainvillea 'Moneth'                                      ,Purple Queen®  Bougainvillea,,,014949130711,
GA,013052BH,BOUG PURPLE QUEEN R,Bougainvillea 'Moneth'                                      ,Purple Queen®  Bougainvillea,,,014949130728,
CA,013052PT,BOUG PURPLE QUEEN R,Bougainvillea 'Moneth'                                      ,Purple Queen®  Bougainvillea,,,014949210376,
CA,013055,BOUG PURPLE QUEEN R,Bougainvillea 'Moneth'                                      ,Purple Queen®  Bougainvillea,,,014949130551,
GA,013055,BOUG PURPLE QUEEN R,Bougainvillea 'Moneth'                                      ,Purple Queen®  Bougainvillea,,,014949130551,
CA,013055BH,BOUG PURPLE QUEEN R,Bougainvillea 'Moneth'                                      ,Purple Queen®  Bougainvillea,,,014949130759,
GA,013055BH,BOUG PURPLE QUEEN R,Bougainvillea 'Moneth'                                      ,Purple Queen®  Bougainvillea,,,014949130759,
CA,013055ES,BOUG PURPLE QUEEN R,Bougainvillea 'Moneth'                                      ,Purple Queen®  Bougainvillea,,,014949130957,
CA,013055PT,BOUG PURPLE QUEEN R,Bougainvillea 'Moneth'                                      ,Purple Queen®  Bougainvillea,,,014949130650,
GA,013055PT,BOUG PURPLE QUEEN R,Bougainvillea 'Moneth'                                      ,Purple Queen®  Bougainvillea,,,014949130650,
GA,013211,BOUG RASPBERRY ICE,Bougainvillea 'Raspberry Ice'                               ,Raspberry Ice Bougainvillea                                 ,,,014949132111,
CA,013211BH,BOUG RASPBERRY ICE,Bougainvillea 'Raspberry Ice'                               ,Raspberry Ice Bougainvillea                                 ,,,014949219003,
GA,013215,BOUG RASPBERRY ICE,Bougainvillea 'Raspberry Ice'                               ,Raspberry Ice Bougainvillea                                 ,,,014949132159,
GA,013215PT,BOUG RASPBERRY ICE,Bougainvillea 'Raspberry Ice'                               ,Raspberry Ice Bougainvillea                                 ,,,014949131855,
CA,037022BH,BOUG RED,                                                            ,                                                            ,,,014949372647,
CA,037025BH,BOUG RED,                                                            ,                                                            ,,,014949288085,
CA,013231BH,BOUG ROSENKA,Bougainvillea 'Rosenka'                                     ,Rosenka Bougainvillea                                       ,,,014949345276,
CA,013235PT,BOUG ROSENKA,Bougainvillea 'Rosenka'                                     ,Rosenka Bougainvillea                                       ,,,014949132852,
CA,013251,BOUG SCARLETT OHARA(SN DGO RED,Bougainvillea 'Scarlett O'Hara' (a.k.a. San Diego Red)      ,Scarlett O'Hara Bougainvillea                               ,,,014949132517,
CA,013255,BOUG SCARLETT OHARA(SN DGO RED,Bougainvillea 'Scarlett O'Hara' (a.k.a. San Diego Red)      ,Scarlett O'Hara Bougainvillea                               ,,,014949132555,
CA,038141,BOUG SHARON WESLEY,Bougainvillea 'Sharon Wesley'                               ,Sharon Wesley Bougainvillea                                 ,,,014949233818,
CA,095742BH,BOUG SUNVILLEA TM CREAM P22112,"Bougainvillea x 'Sasara' P.P.# 22,112                       ",Sunvillea™  Cream Dwarf Bougainvillea,,Y,014949381939,
CA,095752BH,BOUG SUNVILLEA TM PINK PP22113,"Bougainvillea x 'Kasumi' P.P.# 22,113                       ",Sunvillea™  Pink Dwarf Bougainvillea,,Y,014949378571,
CA,013025,BOUG TAHITIAN DAWN R,Bougainvillea 'Monan'                                       ,Tahitian Dawn®  Bougainvillea,,,014949130254,
CA,013451,BOUG TEXAS DAWN TM,Bougainvillea 'Monas'                                       ,Texas Dawn™  Bougainvillea,,,014949134511,
CA,012671BH,BOUG TORCH GLOW,Bougainvillea 'Torch Glow'                                  ,Torch Glow Bougainvillea                                    ,,OLD,014949345283,
CA,090111BH,BOUG WHITE STRIPE,Bougainvillea spectabilis 'White Stripe'                    ,White Stripe Bougainvillea                                  ,,OLD,014949360422,
CA,090141BH,BOUG YANI'S DELIGHT,Bougainvillea glabra 'Yani's Delight'                       ,Yani's Delight Bougainvillea                                ,,,014949345306,
CA,013501,BRUNFELSIA FLORIBUNDA,Brunfelsia pauciflora 'Floribunda'                          ,"Yesterday, Today And Tomorrow                               ",,,014949135013,
GA,013435,BRUNFELSIA MAGNIFICA,Brunfelsia magnifica                                        ,Magnificent Brunfelsia                                      ,,,014949134351,
CT,035382,BRUNNERA MAC JACK FROST P13859,Brunnera macrophylla 'Jack Frost' P.P.# 13859               ,Jack Frost Siberian Bugloss                                 ,,,014949400883,
CT,401171S,BRUNNERA MAC PURE OF HEART,                                                            ,                                                            ,,,014949389089,
OR,013651,BRUNNERA MAC VARIEGATA,Brunnera macrophylla 'Variegata'                            ,Variegated Siberian Bugloss                                 ,,,014949136515,
CT,401222,BUD BUTTERFLY HEAVEN PP19935,                                                            ,                                                            ,,,014949389102,
CT,401242,BUD FLTBY FLW TM LVNDR P22098,                                                            ,                                                            ,,BHC,014949389133,
CT,401252,BUD FLTBY PTE R BL HEVN P22069,                                                            ,                                                            ,,BHC,014949389140,
CT,084462,BUD FLTBY PTE R SNOW WT P22143,                                                            ,                                                            ,,BHC,014949400890,
CT,401272,BUD FLTBY PTE R TUT FRT P22177,                                                            ,                                                            ,,BHC,014949389157,
CA,074411S,BUD LO&BEHLD R BLU CHP PP19991,"Buddleja Lo & Behold®  'Blue Chip' P.P.# 19,991",Blue Chip Dwarf Summer Lilac                                ,,PW,014949335680,
550000,074411S,BUD LO&BEHLD R BLU CHP PP19991,"Buddleja Lo & Behold®  'Blue Chip' P.P.# 19,991",Blue Chip Dwarf Summer Lilac                                ,1,PW,014949335680,
CT,074412S,BUD LO&BEHLD R BLU CHP PP19991,"Buddleja Lo & Behold®  'Blue Chip' P.P.# 19,991",Blue Chip Dwarf Summer Lilac                                ,,PW,014949335697,
GA,074412S,BUD LO&BEHLD R BLU CHP PP19991,"Buddleja Lo & Behold®  'Blue Chip' P.P.# 19,991",Blue Chip Dwarf Summer Lilac                                ,,PW,014949335697,
GA,074415,BUD LO&BEHLD R BLU CHP PP19991,"Buddleja Lo & Behold®  'Blue Chip' P.P.# 19,991",Blue Chip Dwarf Summer Lilac                                ,,PW,014949350195,
CA,080811S,BUD LO&BEHLD R ICE CHIP PPAF,Buddleja Lo & Behold®  'Ice Chip' P.P.A.F. Can. P.B.R.,Ice Chip Summer Lilac                                       ,,PW,014949360989,
550000,080811S,BUD LO&BEHLD R ICE CHIP PPAF,Buddleja Lo & Behold®  'Ice Chip' P.P.A.F. Can. P.B.R.,Ice Chip Summer Lilac                                       ,1,PW,014949360989,
CA,080812S,BUD LO&BEHLD R ICE CHIP PPAF,Buddleja Lo & Behold®  'Ice Chip' P.P.A.F. Can. P.B.R.,Ice Chip Summer Lilac                                       ,,PW,014949360996,
CT,080812S,BUD LO&BEHLD R ICE CHIP PPAF,Buddleja Lo & Behold®  'Ice Chip' P.P.A.F. Can. P.B.R.,Ice Chip Summer Lilac                                       ,,PW,014949360996,
GA,080812S,BUD LO&BEHLD R ICE CHIP PPAF,Buddleja Lo & Behold®  'Ice Chip' P.P.A.F. Can. P.B.R.,Ice Chip Summer Lilac                                       ,,PW,014949360996,
CA,080791S,BUD LO&BEHLD R LILAC CHIP PPAF,Buddleja Lo & Behold®  'Lilac Chip' P.P.A.F. Can. P.B.,Lo & Behold®  Lilac Chip Summer Lilac,,PW,014949345870,
CA,080792S,BUD LO&BEHLD R LILAC CHIP PPAF,Buddleja Lo & Behold®  'Lilac Chip' P.P.A.F. Can. P.B.,Lo & Behold®  Lilac Chip Summer Lilac,,PW,014949360972,
CT,080792S,BUD LO&BEHLD R LILAC CHIP PPAF,Buddleja Lo & Behold®  'Lilac Chip' P.P.A.F. Can. P.B.,Lo & Behold®  Lilac Chip Summer Lilac,,PW,014949360972,
CA,077411S,BUD LO&BEHLD R PRPL HAZE PPAF,Buddleja (B. davidii x (B. davidii x B. globosa)) x (B. davi,Lo & Behold®  Purple Haze Summer Lilac,,PW,014949355787,
GA,077411S,BUD LO&BEHLD R PRPL HAZE PPAF,Buddleja (B. davidii x (B. davidii x B. globosa)) x (B. davi,Lo & Behold®  Purple Haze Summer Lilac,,PW,014949355787,
CA,077412S,BUD LO&BEHLD R PRPL HAZE PPAF,Buddleja (B. davidii x (B. davidii x B. globosa)) x (B. davi,Lo & Behold®  Purple Haze Summer Lilac,,PW,014949361030,
CT,077412S,BUD LO&BEHLD R PRPL HAZE PPAF,Buddleja (B. davidii x (B. davidii x B. globosa)) x (B. davi,Lo & Behold®  Purple Haze Summer Lilac,,PW,014949361030,
GA,077412S,BUD LO&BEHLD R PRPL HAZE PPAF,Buddleja (B. davidii x (B. davidii x B. globosa)) x (B. davi,Lo & Behold®  Purple Haze Summer Lilac,,PW,014949361030,
CT,401302,BUD SUMMER SKIES PP22465,                                                            ,                                                            ,,PW,014949389171,
CT,401232S,BUD TEMPTATIONS TM COTTON CNDY,                                                            ,                                                            ,,,014949389188,
