Loc,Item,Size,Plant Name,Botanical Name,Common Name,Chosen Items,Royalty Code,UPC#
CA,05729EPT,"7"" Terra Cotta PATIO TREE",LAURUS NOBILIS,Laurus nobilis                                              ,Sweet Bay                                                   ,,,14949063606
OR,21471,#1,LAURUS NOBILIS EMERALD WAVE R,Laurus nobilis 'Monem'                                      ,Emerald Wave®  Sweet Bay,,OLD,14949356845
CA,21472,#2,LAURUS NOBILIS EMERALD WAVE R,Laurus nobilis 'Monem'                                      ,Emerald Wave®  Sweet Bay,,OLD,14949356852
CT,404432,#2,LAVAN INT PHENOMENAL PPAF,                                                            ,                                                            ,,,14949411179
CT,404451,#1,LAVAN SWEET ROMANCE TM P23001,                                                            ,                                                            ,,PW,14949394304
OR,9161,#1,LAVANDULA ANG HIDCOTE,Lavandula angustifolia 'Hidcote Blue'                       ,Hidcote Blue English Lavender                               ,,,14949053560
CT,9161,#1,LAVANDULA ANG HIDCOTE,Lavandula angustifolia 'Hidcote Blue'                       ,Hidcote Blue English Lavender                               ,,,14949053560
OR,00916E,"7"" Terra Cotta",LAVANDULA ANG HIDCOTE,Lavandula angustifolia 'Hidcote Blue'                       ,Hidcote Blue English Lavender                               ,,,14949263921
CT,00916RND,Pint ROUND,LAVANDULA ANG HIDCOTE,Lavandula angustifolia 'Hidcote Blue'                       ,Hidcote Blue English Lavender                               ,,,14949384916
CA,18211,#1,LAVANDULA ANG HIDCOTE SUPERIOR,Lavandula angustifolia 'Hidcote Superior'                   ,Hidcote Superior English Lavender                           ,,,14949054055
CA,57311,#1,LAVANDULA ANG MUNSTEAD,Lavandula angustifolia 'Munstead'                           ,Munstead Lavender                                           ,,,14949573112
CT,57311,#1,LAVANDULA ANG MUNSTEAD,Lavandula angustifolia 'Munstead'                           ,Munstead Lavender                                           ,,,14949573112
CT,57312,#2,LAVANDULA ANG MUNSTEAD,Lavandula angustifolia 'Munstead'                           ,Munstead Lavender                                           ,,,14949573129
CT,05731RND,Pint ROUND,LAVANDULA ANG MUNSTEAD,Lavandula angustifolia 'Munstead'                           ,Munstead Lavender                                           ,,,14949384923
CT,404441,#1,LAVANDULA ANG SILVER MIST,                                                            ,                                                            ,,PW,14949394311
CT,404421S,SuperOne TM,LAVANDULA BEAUTIFUL EXCESS,                                                            ,                                                            ,,,14949394328
CA,17841,#1,LAVANDULA STO HAZEL PP20894,"Lavandula stoechas 'Larkman Hazel' P.P. #20,894             ",Hazel™  Spanish Lavender,,PPP,14949030639
CA,17842,#2,LAVANDULA STO HAZEL PP20894,"Lavandula stoechas 'Larkman Hazel' P.P. #20,894             ",Hazel™  Spanish Lavender,,PPP,14949030653
GA,05736UT,LittleOne,LAVANDULA STO OTTO QUAST,Lavandula stoechas 'Otto Quast'                             ,Otto Quast Spanish Lavender                                 ,,,14949071106
CA,26591,#1,LAVANDULA STO WINTERBEE P20840,"Lavandula stoechas 'Winter Bee' P.P. #20,840                ",Winter Bee Spanish Lavender                                 ,,PPP,14949061244
CA,26592,#2,LAVANDULA STO WINTERBEE P20840,"Lavandula stoechas 'Winter Bee' P.P. #20,840                ",Winter Bee Spanish Lavender                                 ,,PPP,14949195659
CA,68181,#1,LAVANDULA STO X VIR RGL SPLNDR,Lavandula 'Regal Splendour'                                 ,Regal Splendour Lavender                                    ,,DNL,14949360484
CA,68182,#2,LAVANDULA STO X VIR RGL SPLNDR,Lavandula 'Regal Splendour'                                 ,Regal Splendour Lavender                                    ,,DNL,14949352571
OR,02848UT,LittleOne,LAVANDULA THUMBELINA LE P15231,Lavandula angustifolia 'Thumbelina Leigh'                   ,Thumbelina Leigh English Lavender                           ,,KIW,14949230084
CT,40971,#1,LAVANDULA X INT GROSSO,Lavandula x intermedia 'Grosso'                             ,Fat Bud French Lavender                                     ,,,14949204115
CT,04097RND,Pint ROUND,LAVANDULA X INT GROSSO,Lavandula x intermedia 'Grosso'                             ,Fat Bud French Lavender                                     ,,,14949384930
OR,28131,#1,LAVANDULA X INT PROVENCE,Lavandula x intermedia 'Provence'                           ,Provence French Lavender                                    ,,,14949062425
CA,28131,#1,LAVANDULA X INT PROVENCE,Lavandula x intermedia 'Provence'                           ,Provence French Lavender                                    ,,,14949062425
CT,28131,#1,LAVANDULA X INT PROVENCE,Lavandula x intermedia 'Provence'                           ,Provence French Lavender                                    ,,,14949062425
CA,28132,#2,LAVANDULA X INT PROVENCE,Lavandula x intermedia 'Provence'                           ,Provence French Lavender                                    ,,,14949062432
CT,28132,#2,LAVANDULA X INT PROVENCE,Lavandula x intermedia 'Provence'                           ,Provence French Lavender                                    ,,,14949062432
CT,02813RND,Pint ROUND,LAVANDULA X INT PROVENCE,Lavandula x intermedia 'Provence'                           ,Provence French Lavender                                    ,,,14949384947
OR,21481,#1,LEONTOPODIUM ALPINUM,Leontopodium alpinum                                        ,Edelweiss                                                   ,,,14949024225
CT,06224RND,Round,LEPTINELLA X PLATT'S BLACK,Leptinella x 'Platt's Black'                                ,Platt's Black Brass Buttons                                 ,,,14949308882
CA,20771,#1,LEPTODERMIS OBLONGA,Leptodermis oblonga                                         ,Himalayan Leptodermis                                       ,,,14949039694
CA,20772,#2,LEPTODERMIS OBLONGA,Leptodermis oblonga                                         ,Himalayan Leptodermis                                       ,,,14949064566
CA,57491,#1,LEPTOSPERMUM NANUM RURU,Leptospermum scoparium 'Nanum Ruru'                         ,Dwarf New Zealand Tea Tree                                  ,,,14949574911
CT,58621,#1,LEUC SUPERBUM BANANACREAM PPAF,                                                            ,                                                            ,,,14949387146
CA,25432,#2,LEUCOPHYLLUM LAN LYNN'S LEGACY,Leucophyllum langmaniae 'Lynn's Legacy'                     ,Lynn's Legacy Texas Ranger                                  ,,,14949051771
CA,25412,#2,LEUCOPHYLLUM LAN RIO BRAVO R,Leucophyllum langmaniae 'Rio Bravo'                         ,Rio Bravo®  Texas Ranger,,MSW,14949051832
CA,25442,#2,LEUCOPHYLLUM ZYG CIMARRON R,Leucophyllum zygophyllum 'Cimarron'                         ,Cimarron®  Texas Ranger,,MSW,14949051757
OR,60321,#1,LEUCOSCEPTRUM JAP GOLDEN ANGEL,Leucosceptrum japonicum 'Golden Angel'                      ,Golden Angel Japanese Shrub Mint                            ,,HIN,14949285619
OR,60322,#2,LEUCOSCEPTRUM JAP GOLDEN ANGEL,Leucosceptrum japonicum 'Golden Angel'                      ,Golden Angel Japanese Shrub Mint                            ,,HIN,14949358825
OR,60325,#5,LEUCOSCEPTRUM JAP GOLDEN ANGEL,Leucosceptrum japonicum 'Golden Angel'                      ,Golden Angel Japanese Shrub Mint                            ,,HIN,14949351710
OR,57881,#1,LIATRIS SPI KOBOLD,Liatris spicata 'Kobold'                                    ,Kobold Gayfeather                                           ,,,14949578810
GA,57881,#1,LIATRIS SPI KOBOLD,Liatris spicata 'Kobold'                                    ,Kobold Gayfeather                                           ,,,14949578810
OR,057884PTC,"4"" Pot POT-TERRA",LIATRIS SPI KOBOLD,Liatris spicata 'Kobold'                                    ,Kobold Gayfeather                                           ,,,14949345580
OR,32182,#2,LIGULARIA BR M CRAWFORD P16123,Ligularia dentata 'Brit Marie Crawford' P.P.# 16113         ,Brit Marie Crawford Ligularia                               ,,,14949070697
CT,32182,#2,LIGULARIA BR M CRAWFORD P16123,Ligularia dentata 'Brit Marie Crawford' P.P.# 16113         ,Brit Marie Crawford Ligularia                               ,,,14949070697
OR,33342,#2,LIGULARIA PRZEWALSKI,Ligularia przewalskii                                       ,Ragwort                                                     ,,,14949232897
CT,92362,#2,LIGULARIA S LTL ROCKET PP14621,                                                            ,                                                            ,,,14949387177
GA,9281,#1,LIGULARIA STEN THE ROCKET,Ligularia stenocephala 'The Rocket'                         ,Rocket Ligularia                                            ,,,14949050873
GA,9197,#7,LIGUSTRUM JAP RECURVIFOLIUM,Ligustrum japonicum 'Recurvifolium'                         ,Curled-Leaf Privet                                          ,,,14949020739
GA,009199BH,#15 BUSH,LIGUSTRUM JAP RECURVIFOLIUM,Ligustrum japonicum 'Recurvifolium'                         ,Curled-Leaf Privet                                          ,,,14949371985
GA,009199TR,#15 TREE,LIGUSTRUM JAP RECURVIFOLIUM,Ligustrum japonicum 'Recurvifolium'                         ,Curled-Leaf Privet                                          ,,,14949369135
CA,58201,#1,LIGUSTRUM TEXANUM,Ligustrum japonicum 'Texanum'                               ,Waxleaf Privet                                              ,,,14949582015
CA,58205,#5,LIGUSTRUM TEXANUM,Ligustrum japonicum 'Texanum'                               ,Waxleaf Privet                                              ,,,14949582053
CA,058205Y2,#5 2'PYRAMID,LIGUSTRUM TEXANUM,Ligustrum japonicum 'Texanum'                               ,Waxleaf Privet                                              ,,,14949582152
CA,058205Y4,#5 4'PYRAMID,LIGUSTRUM TEXANUM,Ligustrum japonicum 'Texanum'                               ,Waxleaf Privet                                              ,,,14949582459
GA,58207,#7,LIGUSTRUM TEXANUM,Ligustrum japonicum 'Texanum'                               ,Waxleaf Privet                                              ,,,14949582077
CA,058209Y5,#15 5'PYRAMID,LIGUSTRUM TEXANUM,Ligustrum japonicum 'Texanum'                               ,Waxleaf Privet                                              ,,,14949582596
OR,58451,#1,LIGUSTRUM VULGARE LODENSE,Ligustrum vulgare 'Lodense'                                 ,Lodense Privet                                              ,,,14949584514
GA,36541,#1,LIRIOPE EMRLD GODDESS R P15471,Liriope muscari 'Love Potion No. 13' P.P.# 15471            ,Emerald Goddess®  Lilyturf,,,14949213407
GA,9661,#1,LIRIOPE MUSCARI AZTEC GRASS,Liriope muscari 'Aztec Grass'                               ,Aztec Grass                                                 ,,,14949375174
GA,00966UT,LittleOne,LIRIOPE MUSCARI AZTEC GRASS,Liriope muscari 'Aztec Grass'                               ,Aztec Grass                                                 ,,,14949021231
GA,9671,#1,LIRIOPE MUSCARI BIG BLUE,Liriope muscari 'Big Blue'                                  ,Big Blue Lilyturf                                           ,,,14949021248
GA,00967UT,LittleOne,LIRIOPE MUSCARI BIG BLUE,Liriope muscari 'Big Blue'                                  ,Big Blue Lilyturf                                           ,,,14949021286
GA,9791,#1,LIRIOPE MUSCARI VARIEGATA,Liriope muscari 'Variegata'                                 ,Variegated Lilyturf                                         ,,,14949021378
GA,00979UT,LittleOne,LIRIOPE MUSCARI VARIEGATA,Liriope muscari 'Variegata'                                 ,Variegated Lilyturf                                         ,,,14949021408
GA,58921,#1,LIRIOPE SPICATA SILVER DRAGON,Liriope spicata 'Silver Dragon'                             ,Silver Dragon Lilyturf                                      ,,,14949589212
GA,05894UT,LittleOne,LITHODORA GRACE WARD,Lithodora diffusa 'Grace Ward'                              ,Grace Ward Lithodora                                        ,,,14949041277
CT,404602,#2,LOBELIA SPEC FAN BLUE,                                                            ,                                                            ,,,14949394441
CT,404612,#2,LOBELIA SPEC FAN SCARLET,                                                            ,                                                            ,,,14949394458
CT,404632S,SuperTwo,LONICERA CRANBERRY VANILLA TM,                                                            ,                                                            ,,,14949394465
CA,59051,#1 BUSH,LONICERA JAP HALLIANA,Lonicera japonica 'Halliana'                                ,Hall's Japanese Honeysuckle                                 ,,,14949590515
