Branch,Item,Description,Order Quantity,Plant Category,Zone,Common Name,Intro Year,Price Code,Retail Price,Minimum Ord Qty,Confirmed Qty Remaining,2012 Qty Shipped  ,2013 Qty Shipped  ,2014 Qty Shipped  ,Condition,Current Specs,Plant Status
GA,02913UT,SAGINA SUBULATA, ,PRN,04,Irish Moss                                                                                          ,2010,, 5.99 , 16 , 32 ,     ,     ,     ,-,CAN FULL,PS1
GA,06239UT,SAGINA SUBULATA AUREA, ,PRN,04,Scotch Moss                                                                                         ,2010,, 5.99 , 16 , 48 ,     ,     ,     ,-,,PS0
OR,070612,SALIX INTEGRA HAKURO NISHIKI, ,DCS,04,Dappled Willow                                                                                      ,    ,, 29.99 , 5 , 20 ,     ,     ,     ,DORMANT,14''H - 14''S,
OR,019541,SALVIA NEM MARCUS R PP13322, ,PRN,04,Marcus®  Meadow Sage                                                                                ,2003,PRNADV, 11.99 , 10 , 12 ,     ,     ,     ,CUT BACK,.,PS0
OR,020411,SALVIA NEMOROSA CARADONNA, ,PRN,04,Caradonna Meadow Sage                                                                               ,2004,PRNADV, 11.99 , 10 , 36 ,     ,     ,     ,CUT BACK,.,PS0
CA,020411,SALVIA NEMOROSA CARADONNA, ,PRN,04,Caradonna Meadow Sage                                                                               ,2004,PRNADV, 11.99 , 10 , 12 ,     ,     ,     ,-,CAN FULL,PS2
OR,070591,SALVIA NEMOROSA EAST FRIESLAND, ,PRN,04,East Friesland Meadow Sage                                                                          ,1994,PRNADV, 11.99 , 10 , 12 ,     ,     ,     ,CUT BACK,.,PS0
OR,400271,SALVIA SNSATION R SKY BLUE PAF, ,PRN,04,Sensation®  Sky Blue Sage                                                                           ,    ,PRNADV, 11.99 , 10 , 24 ,     ,     ,     ,,,PS0
OR,070261,SALVIA X SYL MAY NIGHT, ,PRN,04,May Night Sage                                                                                      ,2000,PRNADV, 11.99 , 10 , 36 ,     ,     ,     ,CUT BACK,.,PS0
GA,070261,SALVIA X SYL MAY NIGHT, ,PRN,04,May Night Sage                                                                                      ,2000,PRNADV, 11.99 , 10 , 12 ,     ,     ,     ,DORMANT,,
GA,030321,SALVIA X SYL SNOW HILL, ,PRN,04,Snow Hill Meadow Sage                                                                               ,2005,PRNADV, 11.99 , 10 , 24 ,     ,     ,     ,,,PS0
OR,035942S,SAMBUCUS BLACK LACE TM PP15575, ,DCS,04,Black Lace™  Elderberry                                                                             ,2004,, 39.99 , 5 , 5 ,     ,     ,     ,BREAKING DORMANCY,"10""H - 12""S",
CT,018023,SAMBUCUS CANADENSIS, ,DCS,03,Common Elderberry                                                                                   ,    ,, 39.99 , 5 , 5 ,     ,     ,     ,-,"21""HX 21""S",
OR,004082,SAMBUCUS N BLACK TOWER TM PPAF, ,DCS,04,Black Tower Elderberry                                                                              ,2014,, 34.99 , 5 , 5 ,     ,     ,     ,BREAKING DORMANCY,"20""H - 12""S",
CT,406543,SAMBUCUS RAC SUTHERLAND GOLD, ,DCS,03,Sutherland Gold Elderberry                                                                          ,    ,, 39.99 , 5 , 5 ,     ,     ,     ,BUDS,15'' T,
GA,06500UT,SEDUM ALB C BABY TEARS, ,PRN,04,Baby Tears Stonecrop                                                                                ,    ,, 5.99 , 16 , 16 ,     ,     ,     ,-,,PS1
GA,02914UT,SEDUM BLUE SPRUCE, ,PRN,03,Blue Spruce Stonecrop                                                                               ,2005,, 5.99 , 16 , 16 ,     ,     ,     ,,,PS0
GA,07094UT,SEDUM BRONZE CARPET, ,PRN,03,Bronze Carpet Stonecrop                                                                             ,    ,, 5.99 , 16 , 16 ,     ,     ,     ,,,PS0
OR,070941,SEDUM BRONZE CARPET, ,PRN,03,Bronze Carpet Stonecrop                                                                             ,    ,PRNADV, 11.99 , 10 , 24 ,     ,     ,     ,CUT BACK,CAN FULL,PS0
CA,070941,SEDUM BRONZE CARPET, ,PRN,03,Bronze Carpet Stonecrop                                                                             ,    ,PRNADV, 11.99 , 10 , 24 ,     ,     ,     ,-,CAN FULL,PS1
OR,054641,SEDUM CRYSTAL PINK PPAF, ,PRN,04,Crystal Pink Stonecrop                                                                              ,2013,PRNADV, 11.99 , 10 , 12 ,     ,     ,     ,-,.,PS0
GA,03028UT,SEDUM DRAGON'S BLOOD, ,PRN,03,Dragon's Blood Stonecrop                                                                            ,    ,, 5.99 , 16 , 16 ,     ,     ,     ,,,PS0
CA,011811,SEDUM FROSTY MORN, ,PRN,04,Frosty Morn Stonecrop                                                                               ,2011,PRNADV, 11.99 , 10 , 24 ,     ,     ,     ,,,PS0
GA,06505UT,SEDUM GLOBOSUM OLD MAN'S BONES, ,PRN,03,Old Man's Bones Stonecrop                                                                           ,    ,, 5.99 , 16 , 32 ,     ,     ,     ,-,,
GA,01182UT,SEDUM JOHN CREECH, ,PRN,03,John Creech Stonecrop                                                                               ,2010,, 5.99 , 16 , 32 ,     ,     ,     ,,,PS0
GA,06507UT,SEDUM KAMTSCHATICUM, ,PRN,04,Stonecrop                                                                                           ,    ,, 5.99 , 16 , 16 ,     ,     ,     ,,,PS0
OR,049971,SEDUM MR. GOODBUD PPAF, ,PRN,04,Mr. Goodbud Stonecrop                                                                               ,2009,PRNADV, 11.99 , 10 , 24 ,     ,     ,     ,CUT BACK,.,PS0
GA,06524UT,SEDUM PACHYCLADOS, ,PRN,05,Gray Stonecrop                                                                                      ,2010,, 5.95 , 16 , 16 ,     ,     ,     ,-,,
OR,04487UT,SEDUM RUP ANGELINA PPAF, ,PRN,03,Angelina Stonecrop                                                                                  ,2007,, 5.99 , 16 , 16 ,     ,     ,     ,-,CAN FULL,PS0
CA,044871,SEDUM RUP ANGELINA PPAF, ,PRN,03,Angelina Stonecrop                                                                                  ,2007,PRNADV, 11.99 , 10 , 12 ,     ,     ,     ,-,CAN FULL,PS1
OR,03517UT,SEDUM SPURIUM VOODOO, ,PRN,03,Voodoo Stonecrop                                                                                    ,2006,, 5.99 , 16 , 16 ,     ,     ,     ,-,CAN FULL,PS0
OR,035171,SEDUM SPURIUM VOODOO, ,PRN,03,Voodoo Stonecrop                                                                                    ,2006,PRNADV, 11.99 , 10 , 12 ,     ,     ,     ,-,,PS0
GA,08748UT,SEDUM SSPKLR R CHERRY TART PAF, ,PRN,04,Sunsparkler®  Cherry Tart Stonecrop                                                                 ,2013,, 5.99 , 16 , 16 ,     ,     ,     ,-,,PS1
GA,087481,SEDUM SSPKLR R CHERRY TART PAF, ,PRN,04,Sunsparkler®  Cherry Tart Stonecrop                                                                 ,2013,PRNADV, 11.99 , 10 , 12 ,     ,     ,     ,,,PS0
GA,00733UT,SEDUM SSPRKLR R DZLBRY PP22457, ,PRN,04,Sunsparkler®  Dazzleberry Sedum                                                                     ,2013,, 5.99 , 16 , 32 ,     ,     ,     ,,,PS0
GA,00730UT,SEDUM SSPRKLR R LIME ZNGR PPAF, ,PRN,04,Sunsparkler®  Lime Zinger Sedum                                                                     ,2013,, 5.99 , 16 , 32 ,     ,     ,     ,-,,
GA,07073UT,SEDUM TRICOLOR, ,PRN,04,Variegated Stonecrop                                                                                ,    ,, 5.99 , 16 , 48 ,     ,     ,     ,-,CAN FULL,PS1
GA,07091UT,SEDUM VERA JAMESON, ,PRN,04,Vera Jameson Stonecrop                                                                              ,1998,, 5.99 , 16 , 16 ,     ,     ,     ,-,,PS1
GA,025041,SEDUM X AUTUMN FIRE, ,PRN,03,Autumn Fire Stonecrop                                                                               ,2004,PRNADV, 11.99 , 10 , 12 ,     ,     ,     ,,,PS0
GA,070741,SEDUM X AUTUMN JOY, ,PRN,04,Autumn Joy Stonecrop                                                                                ,1993,PRNADV, 11.99 , 10 , 12 ,     ,     ,     ,EMERGING,CAN FULL,PS0
GA,06559UT,SEMPERVIVUM BLACK, ,PRN,04,Black Hens and Chicks                                                                               ,    ,, 5.99 , 16 , 16 ,     ,     ,     ,-,,PS1
GA,06598UT,SEMPERVIVUM HARDY MIX, ,PRN,04,Hens and Chicks Hardy Mix                                                                           ,    ,, 5.99 , 16 , 16 ,     ,     ,     ,-,,
GA,06561UT,SEMPERVIVUM KREBS DES ROSE, ,PRN,04,Krebs Desert Rose Hens and Chicks                                                                   ,2011,, 5.99 , 16 , 16 ,     ,     ,     ,-,,PS1
GA,06563UT,SEMPERVIVUM RED RUBIN, ,PRN,04,Red Rubin Hens and Chicks                                                                           ,    ,, 5.99 , 16 , 16 ,     ,     ,     ,-,,
CA,074141,SEMPERVIVUM ROYAL RUBY, ,PRN,04,Royal Ruby Hens and Chicks                                                                          ,    ,PRNADV, 11.99 , 10 , 10 ,     ,     ,     ,-,CAN FULL,PS1
OR,04491UT,SEMPERVIVUM RUBIKON, ,PRN,04,Rubikon Hens & Chicks                                                                               ,2008,, 5.99 , 16 , 16 ,     ,     ,     ,,,PS0
OR,05696UT,SEMPERVIVUM RUBY HEARTS, ,PRN,04,Ruby Hearts Hens and Chicks                                                                         ,2011,, 5.99 , 16 , 16 ,     ,     ,     ,,,PS0
CA,068681,SENECIO MANDRALISCAE, ,CAC,10,Blue Finger                                                                                         ,2010,, 11.95 , 10 , 10 ,     ,     ,     ,LIGHT BUD & BLOOM,"4""H - 8""S",PS1
GA,011011,SISYRINCHIUM ANG BLUE NOTE TM, ,PRN,04,Blue Note™  Blue-Eyed Grass                                                                         ,2014,PRNADV, 14.99 , 10 , 12 ,     ,     ,     ,-,,PS0
CA,011891,SISYRINCHIUM ANG LUCERNE, ,PRN,05,Lucerne Blue Eyed Grass                                                                             ,    ,PRNADV, 14.95 , 10 , 24 ,     ,     ,     ,-,,PS1
GA,011891,SISYRINCHIUM ANG LUCERNE, ,PRN,05,Lucerne Blue Eyed Grass                                                                             ,    ,PRNADV, 14.95 , 10 , 24 ,     ,     ,     ,-,,PS0
OR,075012S,SPIRAEA DBLPLAY R ARTIST PPAF, ,DCS,04,Double Play®  Artist Spirea                                                                         ,2011,, 34.99 , 5 , 20 ,     ,     ,     ,DORMANT,10''H - 12''S,
OR,075032S,SPIRAEA DBLPLAY R BIGBANG PPAF, ,DCS,04,Double Play®  Big Bang Spirea                                                                       ,2011,, 34.99 , 5 , 10 ,     ,     ,     ,DORMANT,"8""H - 12""S",
OR,075022S,SPIRAEA DBLPLAY R GOLD PPAF, ,DCS,04,Double Play®  Gold Spirea                                                                           ,2011,, 34.99 , 5 , 10 ,     ,     ,     ,BREAKING DORMANCY,4''H - 10''S,
OR,071252,SPIRAEA JAP LITTLE PRINCESS, ,DCS,04,Little Princess Spirea                                                                              ,    ,, 29.99 , 5 , 5 ,     ,     ,     ,BREAKING DORMANCY,12''H - 14''S,
OR,071572,SPIRAEA JAP MAGIC CARPET P9363, ,DCS,04,Magic Carpet Spirea                                                                                 ,2001,, 29.99 , 5 , 5 ,     ,     ,     ,BREAKING DORMANCY,10''H - 12''S,
OR,071302,SPIRAEA NIPPON SNOWMOUND, ,DCS,04,Snowmound Spirea                                                                                    ,    ,, 29.99 , 5 , 5 ,     ,     ,     ,DORMANT,14''H - 14''S,
OR,071152,SPIRAEA X ANTHONY WATERER, ,DCS,04,Anthony Waterer Spirea                                                                              ,    ,, 29.99 , 5 , 5 ,     ,     ,     ,BREAKING DORMANCY,"14""H - 12""S",
OR,071172,SPIRAEA X GOLDFLAME, ,DCS,04,Goldflame Spirea                                                                                    ,    ,, 29.99 , 5 , 5 ,     ,     ,     ,BREAKING DORMANCY,10''H - 12''S,
OR,071232,SPIRAEA X LIMEMOUND R, ,DCS,03,Limemound®  Spirea                                                                                  ,1985,, 29.99 , 5 , 5 ,     ,     ,     ,BREAKING DORMANCY,6''H - 12''S,
CA,063991,STEVIA REBAUDIANA, ,PRN,09,Sweetleaf                                                                                           ,2010,PRNADV, 9.95 , 10 , 10 ,     ,     ,     ,,,PS0
OR,086431S,SYRINGA BLOOMERNG R DK PPL PAF, ,DCS,03,Bloomerang®  Dark Purple Lilac                                                                      ,2014,, 19.99 , 10 , 5 ,     ,     ,     ,BUDS,12''H - 8''S,
CT,086433S,SYRINGA BLOOMERNG R DK PPL PAF, ,DCS,03,Bloomerang®  Dark Purple Lilac                                                                      ,2014,, 39.99 , 5 , 5 ,     ,     ,     ,,,
OR,074682S,SYRINGA BLOOMERNG R PUR P20575, ,DCS,03,Bloomerang®  Purple Lilac                                                                           ,2011,, 34.99 , 5 , 10 ,     ,     ,     ,BUDS,"14""H - 12""S",
CT,071867PT,SYRINGA MEYERI PALIBIN, ,DCS,03,Dwarf Korean Lilac                                                                                  ,2005,, 119.99 , 2 , 2 ,     ,     ,     ,-,"18""S",
CT,012165,SYRINGA TINKERBELLE TM PP12294, ,DCS,03,Tinkerbelle®  Lilac                                                                                 ,    ,, 49.99 , 5 , 5 ,     ,     ,     ,,,
OR,072165,SYRINGA V SENSATION, ,DCS,03,Sensation Lilac                                                                                     ,    ,, 49.99 , 5 , 5 ,     ,     ,     ,BREAKING DORMANCY,24''H - 16''S,
OR,072195,SYRINGA X HYA POCAHONTAS, ,DCS,02,Pocahontas Canadian Lilac                                                                           ,    ,, 49.99 , 5 , 5 ,     ,     ,     ,BREAKING DORMANCY,24''H - 16''S,
OR,047442,THUJA OC FIRE CHIEF TM P19009, ,CON,04,Fire Chief™  Globe Arborvitae                                                                       ,2011,, 29.99 , 5 , 5 ,     ,     ,     ,WINTER COLOR,"12""H",
CT,047442,THUJA OC FIRE CHIEF TM P19009, ,CON,04,Fire Chief™  Globe Arborvitae                                                                       ,2011,, 29.99 , 5 , 10 ,     ,     ,     ,WINTER COLOR,"9"" H- 14"" S",
OR,072862,THUJA OC GOLDEN GLOBE, ,CON,04,Golden Globe Arborvitae                                                                             ,1994,, 29.99 , 5 , 5 ,     ,     ,     ,WINTER COLOR,"14""S",
OR,072925,THUJA OC HETZ MIDGET, ,CON,03,Hetz Midget Arborvitae                                                                              ,2003,, 45.99 , 5 , 5 ,     ,     ,     ,WINTER COLOR,"16""S",
OR,072932,THUJA OC HOLMSTRUP, ,CON,03,Holmstrup Eastern Arborvitae                                                                        ,    ,, 29.99 , 5 , 20 ,     ,     ,     ,WINTER COLOR,"24""H - 12""S",
OR,072935,THUJA OC HOLMSTRUP, ,CON,03,Holmstrup Eastern Arborvitae                                                                        ,    ,, 45.99 , 5 , 5 ,     ,     ,     ,-,"30""H - 14""S",
OR,072872,THUJA OC LITTLE GIANT, ,CON,03,Little Giant Dwarf Arborvitae                                                                       ,    ,, 29.99 , 5 , 5 ,     ,     ,     ,WINTER COLOR,"14""S",
CT,022173,THUJA OC MR BOWLING BALL R, ,CON,03,Mr. Bowling Ball™  Arborvitae                                                                       ,2010,, 39.99 , 5 , 5 ,     ,     ,     ,WINTER COLOR,"12"" H - 16""S",
OR,075052S,THUJA OC NORTH POLE R PPAF, ,CON,03,North Pole™  Arborvitae                                                                             ,2013,, 34.99 , 5 , 10 ,     ,     ,     ,WINTER COLOR,"27""H - 12""S",
GA,06574UT,THYMUS COCCINEUS RED CREEPING, ,PRN,04,Red Creeping Thyme                                                                                  ,    ,, 5.99 , 16 , 16 ,     ,     ,     ,-,,PS1
GA,06571UT,THYMUS DOERFLERI DOONE VALLEY, ,PRN,04,Doone Valley Pink Creeping Thyme                                                                    ,    ,, 5.99 , 16 , 16 ,     ,     ,     ,-,,PS1
GA,06573UT,THYMUS ELFIN, ,PRN,04,Elfin Thyme                                                                                         ,    ,, 5.99 , 16 , 16 ,     ,     ,     ,-,,
OR,05124UT,THYMUS PRA PINK CHINTZ, ,PRN,04,Pink Chintz Thyme                                                                                   ,2008,, 5.99 , 16 , 16 ,     ,     ,     ,-,CAN FULL,PS0
CA,070051ST,TRACH JASMINOIDES, ,VIN,08,Star Jasmine                                                                                        ,    ,, 14.95 , 10 , 50 ,     ,     ,     ,WINTER COLOR,"18""H",
CA,070052ST,TRACH JASMINOIDES, ,VIN,08,Star Jasmine                                                                                        ,    ,, 34.95 , 5 , 20 ,     ,     ,     ,WINTER COLOR,"32""H",
OR,080361,VACCINIUM CORYMBOSUM CHANDLER, ,DCS,04,Chandler Midseason Blueberry                                                                        ,2010,, 19.99 , 10 , 10 ,     ,     ,     ,BUDS,14''H - 8''S,
OR,073401,VACCINIUM CORYMBOSUM NORTHLAND, ,DCS,03,Northland Midseason Blueberry                                                                       ,    ,, 19.99 , 10 , 10 ,     ,     ,     ,BUDS,12''H - 8''S,
OR,073741,VACCINIUM CORYMBOSUM PATRIOT, ,DCS,03,Patriot Early Season Blueberry                                                                      ,2001,, 19.99 , 10 , 10 ,     ,     ,     ,BUDS,12''H - 8''S,
OR,081702,VACCINIUM X JELLY BEAN TM PPAF, ,DCS,04,BrazelBerries®  Jelly Bean Blueberry                                                                ,2013,, 29.99 , 5 , 5 ,     ,     ,     ,BUDS,"10""H - 10""S",
CA,088841,VERONICA FIRST LOVE PPAF, ,PRN,04,First Love Speedwell                                                                                ,2013,PRNADV, 9.99 , 10 , 10 ,     ,     ,     ,-,,PS1
OR,079481,VERONICA HYB WHITE WATER PPAF, ,PRN,04,Whitewater Speedwell                                                                                ,2014,PRNADV, 9.99 , 10 , 12 ,     ,     ,     ,CUT BACK,CAN FULL,PS0
OR,017391,VERONICA ROYAL CANDLES PP18932, ,PRN,04,Royal Candles Speedwell                                                                             ,    ,PRNADV, 9.99 , 10 , 20 ,     ,     ,     ,CUT BACK,,PS0
GA,017391,VERONICA ROYAL CANDLES PP18932, ,PRN,04,Royal Candles Speedwell                                                                             ,    ,PRNADV, 9.99 , 10 , 20 ,     ,     ,     ,,,PS0
GA,012921,VERONICA X GOODNESS GROWS, ,PRN,04,Goodness Grows Speedwell                                                                            ,2000,PRNADV, 9.99 , 10 , 12 ,     ,     ,     ,,,PS0
OR,075102,VIB OPULUS STERILE, ,DCS,03,Eastern Snowball                                                                                    ,    ,, 29.99 , 5 , 5 ,     ,     ,     ,DORMANT,12''H - 12''S,
CA,076311,VITIS LAB CATAWBA, ,VIN,04,Catawba Grape                                                                                       ,    ,, 14.95 , 10 , 10 ,     ,     ,     ,DORMANT,"24""H",
CA,076221,VITIS LAB EASTERN CONCORD, ,VIN,04,Eastern Concord Grape                                                                               ,    ,, 14.95 , 10 , 10 ,     ,     ,     ,DORMANT,,
OR,076392,WEIGELA FL DARK HORSE PP14381, ,DCS,04,Dark Horse Weigela                                                                                  ,2002,, 29.99 , 5 , 40 ,     ,     ,     ,BREAKING DORMANCY,"10""H - 10""S",
OR,075082S,WEIGELA FL GHOST TM PP20025, ,DCS,04,Ghost™  Weigela                                                                                     ,2011,, 34.99 , 5 , 10 ,     ,     ,     ,DORMANT,"10""H - 12""S",
OR,074711S,WEIGELA FL MY MONET R PP16824, ,DCS,04,My Monet®  Weigela                                                                                  ,2011,, 19.99 , 10 , 40 ,     ,     ,     ,DORMANT,"4""H - 8""S",
OR,074712S,WEIGELA FL MY MONET R PP16824, ,DCS,04,My Monet®  Weigela                                                                                  ,2011,, 34.99 , 5 , 20 ,     ,     ,     ,DORMANT,8''H - 10''S,
OR,076522,WEIGELA FL RED PRINCE, ,DCS,04,Red Prince Weigela                                                                                  ,    ,, 29.99 , 5 , 20 ,     ,     ,     ,BREAKING DORMANCY,12''H - 12''S,
OR,077512S,WEIGELA FL SPILLED WINE TM PAF, ,DCS,04,Spilled Wine™  Weigela                                                                              ,2011,, 34.99 , 5 , 5 ,     ,     ,     ,BREAKING DORMANCY,"8""H - 12""S",
CT,077513S,WEIGELA FL SPILLED WINE TM PAF, ,DCS,04,Spilled Wine™  Weigela                                                                              ,2011,, 39.99 , 5 , 10 ,     ,     ,     ,-,"16"" H X 18"" S",
OR,076562S,WEIGELA FL WINE&ROSES R P10772, ,DCS,04,Wine & Roses®  Weigela                                                                              ,2003,, 34.95 , 5 , 20 ,     ,     ,     ,DORMANT,12''H - 12''S,
OR,017571,WEIGELA MAGICAL R FNTSY P13567, ,DCS,04,Magical®  Fantasy Weigela                                                                           ,2009,, 14.99 , 10 , 20 ,     ,     ,     ,BREAKING DORMANCY,"12""H - 18""S",
CT,080943S,WEIGELA SONIC BLOOM TM PNK PAF, ,DCS,04,Sonic Bloom™  Pink Reblooming Weigela                                                               ,2013,, 39.99 , 5 , 24 ,     ,     ,     ,-,,
CT,080933S,WEIGELA SONIC BLOOM TM RED PAF, ,DCS,04,Sonic Bloom™  Red Reblooming Weigela                                                                ,2013,, 39.99 , 5 , 24 ,     ,     ,     ,-,,
OR,017341,WISTERIA MAC BLUE MOON, ,VIN,04,Blue Moon Kentucky Wisteria                                                                         ,2007,, 19.99 , 10 , 10 ,     ,     ,     ,BREAKING DORMANCY,FULL STK,
CA,017345,WISTERIA MAC BLUE MOON, ,VIN,04,Blue Moon Kentucky Wisteria                                                                         ,2007,, 49.99 , 5 , 5 ,     ,     ,     ,DORMANT,"48""H",
OR,090151,YUCCA FIL COLOR GUARD, ,EVS,04,Color Guard Adam's Needle                                                                           ,2012,, 14.99 , 10 , 10 ,     ,     ,     ,-,8''H - 10''S,
,,Totals:,,,,,,,,," 7,504 ",,,,,,
