Item,Early Ship,Mid-Ship,Late Ship,Size,Loc,Minimum Quantity,Botanical Name,Common Name,Category,,Zone,Introduced, Oregon   , California  , Georgia   , Connecticut  ,UPC#,Available         ,Available Later,,On,Available Later,On,Available Later,On,, 2015 Price , Freight 
045685,,,,5,CT,5,Ilex verticillata 'Afterglow'                               ,Afterglow Winterberry                                       ,DCS,D Shrubs,04,    ,,,, $25.05 ,014949456859,372,0,0,          ,0,          ,0,          ,, $22.00 , $3.05 
074935,,,,5,CT,5,Ilex verticillata Berry Nice®,Berry Nice®  Winterberry Holly,DCS,D Shrubs,03,2011,,,, $25.05 ,014949405147,0,1423,1423,09/01/14  ,0,          ,0,          ,, $22.00 , $3.05 
045703,,,,3,CT,5,Ilex verticillata 'Jim Dandy' (Male)                        ,Jim Dandy Winterberry (Male)                                ,DCS,D Shrubs,04,    ,,,, $16.29 ,014949405185,0,6,6,09/01/14  ,0,          ,0,          ,, $14.75 , $1.54 
045753,,,,3,CT,5,Ilex verticillata 'Red Sprite'                              ,Red Sprite Winterberry                                      ,DCS,D Shrubs,04,    ,,,, $16.29 ,014949405192,0,768,768,09/01/14  ,0,          ,0,          ,, $14.75 , $1.54 
045755,,,,5,CT,5,Ilex verticillata 'Red Sprite'                              ,Red Sprite Winterberry                                      ,DCS,D Shrubs,04,    ,,,, $25.05 ,014949457559,596,596,596,09/01/14  ,0,          ,0,          ,, $22.00 , $3.05 
045693,,,,3,CT,5,Ilex verticillata 'Southern Gentleman'                      ,Southern Gentleman Winterberry                              ,DCS,D Shrubs,03,    ,,,, $16.29 ,014949405079,0,5,5,09/01/14  ,0,          ,0,          ,, $14.75 , $1.54 
404143,,,,3,CT,5,Ilex verticillata 'WildFire',WildFire Winterberry,DCS,D Shrubs,04,    ,,,, * ,014949393475,0,420,420,09/01/14  ,0,          ,0,          ,, * , $1.54 
007735,,,,5,CT,5,Ilex verticillata 'Winter Red'                              ,Winter Red Winterberry                                      ,DCS,D Shrubs,02,    ,,,, $25.05 ,014949018361,902,2440,2440,09/01/14  ,0,          ,0,          ,, $22.00 , $3.05 
046505,,,,5,OR,5,Itea virginica 'Henry's Garnet'                             ,Henry's Garnet Sweetspire                                   ,DCS,D Shrubs,05,    , $25.73 ,,,,014949465059,10,10,10,10/01/14  ,0,          ,0,          ,, $20.50 , $5.23 
046491S,,,,SuperOne TM,OR,10,Itea virginica Little Henry®,Little Henry®  Dwarf Virginia Sweetspire,DCS,D Shrubs,05,    , $11.24 ,, $10.61 ,,014949336878,0,5,5,10/01/14  ,0,          ,0,          ,, $9.50 , $1.74 
046492S,,,,SuperTwo,GA,5,Itea virginica Little Henry®,Little Henry®  Dwarf Virginia Sweetspire,DCS,D Shrubs,05,    ,,, $19.21 ,,014949354278,0,704,352,09/01/14  ,352,05/01/15  ,0,          ,, $17.00 , $2.21 
404203,,,,3,CT,5,Itea virginica 'Merlot'                                     ,Merlot Sweetspire                                           ,DCS,D Shrubs,05,    ,,,, * ,014949393598,0,903,213,08/15/14  ,690,09/01/14  ,0,          ,, * , $1.54 
008121,,,,1,GA,10,Jasminum nudiflorum                                         ,Winter Jasmine                                              ,DCS,D Shrubs,06,    ,,, $6.91 ,,014949019405,130,306,153,08/15/14  ,153,01/01/15  ,0,          ,, $6.25 , $0.66 
008123,,,,3,GA,5,Jasminum nudiflorum                                         ,Winter Jasmine                                              ,DCS,D Shrubs,06,    ,,, $18.66 ,,014949019412,544,544,544,01/01/15  ,0,          ,0,          ,, $16.00 , $2.66 
054191,,,,1,OR,10,Kerria japonica 'Pleniflora'                                ,Double Flowered Japanese Rose                               ,DCS,D Shrubs,05,    , $8.05 ,,,,014949541913,68,68,68,09/15/14  ,0,          ,0,          ,, $7.00 , $1.05 
054192,,,,2,GA,5,Kerria japonica 'Pleniflora'                                ,Double Flowered Japanese Rose                               ,DCS,D Shrubs,05,    ,,, $17.16 ,,014949040577,0,438,200,09/01/14  ,238,05/15/15  ,0,          ,, $15.50 , $1.66 
054195,,,,5,OR,5,Kerria japonica 'Pleniflora'                                ,Double Flowered Japanese Rose                               ,DCS,D Shrubs,05,    , $26.73 ,,,,014949541951,64,128,64,09/15/14  ,64,05/01/15  ,0,          ,, $21.50 , $5.23 
074661S,,,,SuperOne TM,OR,10,Kolkwitzia amabilis Dream Catcher™,Dream Catcher™  Beauty Bush,DCS,D Shrubs,04,2011, $12.24 ,,,,014949336397,23,0,0,          ,0,          ,0,          ,, $10.50 , $1.74 
074662S,,,,SuperTwo,OR,5,Kolkwitzia amabilis Dream Catcher™,Dream Catcher™  Beauty Bush,DCS,D Shrubs,04,2011, $20.49 ,,,,014949354247,10,0,0,          ,0,          ,0,          ,, $17.00 , $3.49 
028435,,,,5,CA,5,Lagerstroemia indica x faueri 'Arapaho'                     ,Arapaho Crape Myrtle                                        ,DCS,D Shrubs,06,    ,, $25.96 , $23.82 ,,014949063408,0,28,14,04/01/15  ,14,05/01/15  ,0,          ,, $20.50 , $5.46 
029819BH,,,, 15 BUSH,GA,0,Lagerstroemia indica Burgundy Cotton®,Burgundy Cotton®  Crape Myrtle,DCS,D Shrubs,07,    ,,, $90.26 ,,014949370186,133,0,0,          ,0,          ,0,          ,, $71.00 , $19.26 
054709BH,,,, 15 BUSH,GA,0,Lagerstroemia indica 'Catawba'                              ,Catawba Crape Myrtle                                        ,DCS,D Shrubs,07,    ,,, $90.26 ,,014949268124,441,1412,706,09/01/14  ,706,05/15/15  ,0,          ,, $71.00 , $19.26 
054705,,,,5,CA,5,Lagerstroemia indica 'Catawba'                              ,Catawba Crape Myrtle                                        ,DCS,D Shrubs,07,    ,, $25.96 , $23.82 ,,014949547052,0,7,7,05/01/15  ,0,          ,0,          ,, $20.50 , $5.46 
054707,,,,7,GA,2,Lagerstroemia indica 'Catawba'                              ,Catawba Crape Myrtle                                        ,DCS,D Shrubs,07,    ,,, $53.91 ,,014949057865,0,5,5,01/01/15  ,0,          ,0,          ,, $44.50 , $9.41 
054769,,,,15,CA,1,Lagerstroemia indica 'Centennial Spirit'                    ,Centennial Spirit Crape Myrtle                              ,DCS,D Shrubs,07,    ,, $100.31 ,,,014949375587,0,4,4,05/01/15  ,0,          ,0,          ,, $73.00 , $27.31 
054765,,,,5,CA,5,Lagerstroemia indica 'Centennial Spirit'                    ,Centennial Spirit Crape Myrtle                              ,DCS,D Shrubs,07,    ,, $25.96 ,,,014949547854,0,78,39,04/01/15  ,39,05/01/15  ,0,          ,, $20.50 , $5.46 
008869BH,,,, 15 BUSH,GA,0,Lagerstroemia indica Dynamite®,Dynamite®  Crape Myrtle,DCS,D Shrubs,06,    ,,, $90.26 ,,014949368886,560,1294,1294,05/15/15  ,0,          ,0,          ,, $71.00 , $19.26 
008865,,,,5,GA,5,Lagerstroemia indica Dynamite®,Dynamite®  Crape Myrtle,DCS,D Shrubs,06,    ,,, $26.82 ,,014949020227,0,34,34,01/01/15  ,0,          ,0,          ,, $23.50 , $3.32 
008867,,,, 7 CLUMP,GA,2,Lagerstroemia indica Dynamite®,Dynamite®  Crape Myrtle,DCS,D Shrubs,06,    ,,, $52.91 ,,014949057896,90,92,92,05/15/15  ,0,          ,0,          ,, $43.50 , $9.41 
404352,,,,2,CT,5,Lagerstroemia indica Moonlight Magic®,Moonlight Magic Crape Myrtle,DCS,D Shrubs,06,    ,,,, * ,014949394090,0,80,80,09/01/14  ,0,          ,0,          ,, * , $1.11 
008899,,,, 15 CLUMP,GA,1,Lagerstroemia indica x fauriei 'Muskogee'                   ,Muskogee Crape Myrtle                                       ,DCS,D Shrubs,06,    ,,, $90.26 ,,014949020302,52,52,52,01/01/15  ,0,          ,0,          ,, $71.00 , $19.26 
00889X,,,,30,GA,1,Lagerstroemia indica x fauriei 'Muskogee'                   ,Muskogee Crape Myrtle                                       ,DCS,D Shrubs,06,    ,,, $190.74 ,,014949020319,106,270,270,06/15/15  ,0,          ,0,          ,, $152.00 , $38.74 
008895,,,,5,GA,5,Lagerstroemia indica x fauriei 'Muskogee'                   ,Muskogee Crape Myrtle                                       ,DCS,D Shrubs,06,    ,,, $23.82 ,,014949020272,17,0,0,          ,0,          ,0,          ,, $20.50 , $3.32 
008897,,,, 7 CLUMP,GA,2,Lagerstroemia indica x fauriei 'Muskogee'                   ,Muskogee Crape Myrtle                                       ,DCS,D Shrubs,06,    ,,, $52.91 ,,014949020289,24,0,0,          ,0,          ,0,          ,, $43.50 , $9.41 
008999,,,, 15 CLUMP,GA,1,Lagerstroemia indica x fauriei 'Natchez'                    ,Natchez Crape Myrtle                                        ,DCS,D Shrubs,06,    ,,, $90.26 ,,014949020418,1451,1451,1451,01/01/15  ,0,          ,0,          ,, $71.00 , $19.26 
008999PT,,,, 15 PATIO TREE,GA,1,Lagerstroemia indica x fauriei 'Natchez'                    ,Natchez Crape Myrtle                                        ,DCS,D Shrubs,06,    ,,, $109.26 ,,014949260821,0,112,56,01/01/15  ,56,06/15/15  ,0,          ,, $90.00 , $19.26 
00899X,,,,30,GA,1,Lagerstroemia indica x fauriei 'Natchez'                    ,Natchez Crape Myrtle                                        ,DCS,D Shrubs,06,    ,,, $190.74 ,,014949020425,70,70,70,06/01/15  ,0,          ,0,          ,, $152.00 , $38.74 
008995,,,,5,GA,5,Lagerstroemia indica x fauriei 'Natchez'                    ,Natchez Crape Myrtle                                        ,DCS,D Shrubs,06,    ,,, $23.82 ,,014949020395,6,0,0,          ,0,          ,0,          ,, $20.50 , $3.32 
008997,,,, 7 CLUMP,GA,2,Lagerstroemia indica x fauriei 'Natchez'                    ,Natchez Crape Myrtle                                        ,DCS,D Shrubs,06,    ,,, $52.91 ,,014949020401,739,739,739,05/15/15  ,0,          ,0,          ,, $43.50 , $9.41 
054555,,,,5,CA,5,Lagerstroemia indica x fauriei 'Pecos'                      ,Pecos Crape Myrtle                                          ,DCS,D Shrubs,06,    ,, $25.96 ,,,014949545553,0,26,26,05/01/15  ,0,          ,0,          ,, $20.50 , $5.46 
054505,,,,5,CA,5,Lagerstroemia indica 'Peppermint Lace'                      ,Peppermint Lace Crape Myrtle                                ,DCS,D Shrubs,07,    ,, $25.96 ,,,014949545058,0,5,5,04/01/15  ,0,          ,0,          ,, $20.50 , $5.46 
055401,,,,1,CA,10,Lagerstroemia indica Petite Embers™,Petite Embers™  Crape Myrtle,DCS,D Shrubs,07,    ,, $8.34 ,,,014949554012,0,51,51,04/01/15  ,0,          ,0,          ,, $7.25 , $1.09 
055505,,,,5,CA,5,Lagerstroemia indica Petite Orchid™,Petite Orchid™  Crape Myrtle,DCS,D Shrubs,07,    ,, $25.96 ,,,014949555057,0,5,5,05/01/15  ,0,          ,0,          ,, $20.50 , $5.46 
055605PT,,,, 5 PATIO TREE,CA,2,Lagerstroemia indica Petite Pinkie™,Petite Pinkie™  Crape Myrtle,DCS,D Shrubs,07,    ,, $42.69 ,,,014949556153,0,1,1,11/01/14  ,0,          ,0,          ,, $34.50 , $8.19 
055655,,,,5,CA,5,Lagerstroemia indica Petite Plum®,Petite Plum®  Crape Myrtle,DCS,D Shrubs,07,    ,, $25.96 ,,,014949556559,0,5,5,04/01/15  ,0,          ,0,          ,, $20.50 , $5.46 
015285,,,,5,CA,5,Lagerstroemia indica Pink Velour,Pink Velour®  Crape Myrtle,DCS,D Shrubs,07,    ,, $28.96 ,,,014949028421,0,20,10,04/01/15  ,10,05/01/15  ,0,          ,, $23.50 , $5.46 
009012,,,,2,GA,5,Lagerstroemia indica 'Pocomoke'                             ,Pocomoke Crape Myrtle                                       ,DCS,D Shrubs,06,    ,,, $16.66 ,,014949260838,89,0,0,          ,0,          ,0,          ,, $15.00 , $1.66 
404362,,,,2,CT,5,Lagerstroemia indica 'Purple Magic',Purple Magic Crape Myrtle,DCS,D Shrubs,06,    ,,,, * ,014949394106,0,8,8,09/01/14  ,0,          ,0,          ,, * , $1.11 
404372,,,,2,CT,5,Lagerstroemia indica 'Red Filli',Red Fili Crape Myrtle,DCS,D Shrubs,04,2014,,,, $16.86 ,014949394151,1570,1510,1510,08/15/14  ,0,          ,0,          ,, $15.75 , $1.11 
009029BH,,,, 15 BUSH,GA,0,Lagerstroemia indica Red Rocket®,Red Rocket®  Crape Myrtle,DCS,D Shrubs,06,    ,,, $90.26 ,,014949369128,0,3,3,05/15/15  ,0,          ,0,          ,, $71.00 , $19.26 
056209,,,, 15 CLUMP,CA,1,Lagerstroemia indica 'Seminole'                             ,Seminole Crape Myrtle                                       ,DCS,D Shrubs,07,    ,, $98.31 ,,,014949040782,0,4,4,05/01/15  ,0,          ,0,          ,, $71.00 , $27.31 
056355,,,,5,GA,5,Lagerstroemi indica fauriei 'Tonto'              ,Tonto Crape Myrtle                                          ,DCS,D Shrubs,06,    ,,, $23.82 ,,014949563557,23,0,0,          ,0,          ,0,          ,, $20.50 , $3.32 
056359BH,,,, 15 BUSH,GA,0,Lagerstroemi indica fauriei 'Tonto'              ,Tonto Crape Myrtle                                          ,DCS,D Shrubs,06,    ,,, $90.26 ,,014949367025,279,279,279,01/01/15  ,0,          ,0,          ,, $71.00 , $19.26 
009039,,,, 15 CLUMP,GA,1,Lagerstroemia indica x fauriei 'Tuscarora'                  ,Tuscarora Crape Myrtle                                      ,DCS,D Shrubs,06,    ,,, $90.26 ,,014949020494,35,106,106,05/15/15  ,0,          ,0,          ,, $71.00 , $19.26 
00903X,,,,30,GA,1,Lagerstroemia indica x fauriei 'Tuscarora'                  ,Tuscarora Crape Myrtle                                      ,DCS,D Shrubs,06,    ,,, $190.74 ,,014949020500,84,264,264,06/15/15  ,0,          ,0,          ,, $152.00 , $38.74 
009035,,,,5,GA,5,Lagerstroemia indica x fauriei 'Tuscarora'                  ,Tuscarora Crape Myrtle                                      ,DCS,D Shrubs,06,    ,,, $23.82 ,,014949020470,5,0,0,          ,0,          ,0,          ,, $20.50 , $3.32 
009037,,,, 7 CLUMP,GA,2,Lagerstroemia indica x fauriei 'Tuscarora'                  ,Tuscarora Crape Myrtle                                      ,DCS,D Shrubs,06,    ,,, $52.91 ,,014949020487,190,0,0,          ,0,          ,0,          ,, $43.50 , $9.41 
050535,,,,5,GA,5,Lagerstroemia indica 'Velma's Royal Delight'                ,Velma's Royal Delight Crape Myrtle                          ,DCS,D Shrubs,06,    ,,, $23.82 ,,014949274156,0,5,5,06/01/15  ,0,          ,0,          ,, $20.50 , $3.32 
404392,,,,2,GA,5,Lagerstroemia indica 'Violet Filli' ,Violet Filli Crape Myrtle                                   ,DCS,D Shrubs,05,2014,,, $17.08 , $16.86 ,014949394243,0,12,12,05/01/15  ,0,          ,0,          ,, $15.75 , $1.33 
056405,,,,5,CA,5,Lagerstroemia indica 'Watermelon Red'                       ,Watermelon Red Crape Myrtle                                 ,DCS,D Shrubs,07,    ,, $25.96 ,,,014949564059,0,5,5,05/01/15  ,0,          ,0,          ,, $20.50 , $5.46 
054579BH,,,, 15 BUSH,GA,0,Lagerstroemia indica x fauriei 'Zuni'                       ,Zuni Crape Myrtle                                           ,DCS,D Shrubs,06,    ,,, $90.26 ,,014949255643,261,261,261,01/01/15  ,0,          ,0,          ,, $71.00 , $19.26 
054575,,,,5,CA,5,Lagerstroemia indica x fauriei 'Zuni'                       ,Zuni Crape Myrtle                                           ,DCS,D Shrubs,06,    ,, $25.96 , $23.82 ,,014949545751,0,8,8,05/01/15  ,0,          ,0,          ,, $20.50 , $5.46 
054577,,,, 7 CLUMP,GA,2,Lagerstroemia indica x fauriei 'Zuni'                       ,Zuni Crape Myrtle                                           ,DCS,D Shrubs,06,    ,,, $52.91 ,,014949058022,28,28,28,01/01/15  ,0,          ,0,          ,, $43.50 , $9.41 
020772,,,,2,CA,5,Leptodermis oblonga                                         ,Himalayan Leptodermis                                       ,DCS,D Shrubs,05,    ,, $17.73 ,,,014949064566,62,62,62,04/01/15  ,0,          ,0,          ,, $15.00 , $2.73 
058455,,,,5,OR,5,Ligustrum vulgare 'Lodense'                                 ,Lodense Privet                                              ,DCS,D Shrubs,04,    , $25.73 ,,,,014949584552,0,62,62,09/15/14  ,0,          ,0,          ,, $20.50 , $5.23 
058402,,,,2,CA,5,Ligustrum x vicaryi                                         ,Vicary Golden Privet                                        ,DCS,D Shrubs,05,    ,, $16.48 ,,,014949584026,0,8,8,03/15/15  ,0,          ,0,          ,, $13.75 , $2.73 
015965,,,,5,CT,5,Lindera Benzoin,Spicebush,DCS,D Shrubs,04,    ,,,, * ,014949416570,414,0,0,          ,0,          ,0,          ,, * , $3.05 
06019M,,,, 10 Squat,CA,2,Magnolia acuminata 'Yellow Bird'                            ,Yellow Bird Magnolia                                        ,DCS,D Shrubs,05,    ,, $78.66 ,,,014949361061,0,2,2,11/15/14  ,0,          ,0,          ,, $59.00 , $19.66 
060195,,,,5,CA,5,Magnolia acuminata 'Yellow Bird'                            ,Yellow Bird Magnolia                                        ,DCS,D Shrubs,05,    ,, $40.46 ,,,014949601952,0,6,3,02/01/15  ,3,03/01/15  ,0,          ,, $35.00 , $5.46 
059901,,,,1,CA,10,Magnolia liliiflora 'Nigra'                                 ,Purple Lily Magnolia                                        ,DCS,D Shrubs,05,    ,, $8.34 ,,,014949599013,0,3,3,02/01/15  ,0,          ,0,          ,, $7.25 , $1.09 
060401,,,,1,CA,10,Magnolia stellata 'Royal Star'                              ,Royal Star Magnolia                                         ,DCS,D Shrubs,04,    ,, $8.34 ,,,014949604014,0,10,10,03/15/15  ,0,          ,0,          ,, $7.25 , $1.09 
06040M,,,, 10 Squat,OR,2,Magnolia stellata 'Royal Star'                              ,Royal Star Magnolia                                         ,DCS,D Shrubs,04,    , $77.84 ,,,,014949604175,1,0,0,          ,0,          ,0,          ,, $59.00 , $18.84 
060405,,,,5,OR,5,Magnolia stellata 'Royal Star'                              ,Royal Star Magnolia                                         ,DCS,D Shrubs,04,    , $30.73 ,,,,014949604052,53,0,0,          ,0,          ,0,          ,, $25.50 , $5.23 
060125TR,,,, 5 TREE,CA,2,Magnolia x 'Galaxy'                                         ,Galaxy Magnolia                                             ,DCS,D Shrubs,05,    ,, $40.96 ,,,014949601358,0,2,2,12/31/14  ,0,          ,0,          ,, $35.50 , $5.46 
059605,,,,5,OR,5,Magnolia x loebneri 'Leonard Messel'                        ,Leonard Messel Magnolia                                     ,DCS,D Shrubs,05,    , $30.73 ,,, $28.55 ,014949596050,7,0,0,          ,0,          ,0,          ,, $25.50 , $5.23 
059955,,,,5,OR,5,Magnolia x loebneri 'Merrill'                               ,Merrill Magnolia                                            ,DCS,D Shrubs,05,    , $30.73 ,,,,014949599556,21,104,104,09/15/14  ,0,          ,0,          ,, $25.50 , $5.23 
059555,,,,5,CA,5,Magnolia x 'Randy'                                          ,Randy Magnolia                                              ,DCS,D Shrubs,04,    , $30.96 , $30.96 ,,,014949595558,0,5,5,02/01/15  ,0,          ,0,          ,, $25.50 , $5.46 
06015M,,,, 10 Squat,CA,2,Magnolia x soulangiana 'Alexandrina'                        ,Alexander Magnolia                                          ,DCS,D Shrubs,05,    ,, $78.66 ,,,014949601679,0,2,2,11/15/14  ,0,          ,0,          ,, $59.00 , $19.66 
060159,,,,15,CA,1,Magnolia x soulangiana 'Alexandrina'                        ,Alexander Magnolia                                          ,DCS,D Shrubs,05,    ,, $108.31 ,,,014949360002,0,1,1,11/01/14  ,0,          ,0,          ,, $81.00 , $27.31 
060155,,,,5,CA,5,Magnolia x soulangiana 'Alexandrina'                        ,Alexander Magnolia                                          ,DCS,D Shrubs,05,    ,, $30.96 ,,,014949601556,0,5,5,03/01/15  ,0,          ,0,          ,, $25.50 , $5.46 
059585TR,,,, 5 TREE,CA,2,Magnolia x soulangiana Black Tulip™ ,Black Tulip™  Magnolia,DCS,D Shrubs,05,    , $47.73 , $47.96 ,,,014949032879,9,18,9,11/25/14  ,9,02/01/15  ,0,          ,, $42.50 , $5.46 
059587TR,,,, 7 TREE,CA,2,Magnolia x soulangiana Black Tulip™ ,Black Tulip™  Magnolia,DCS,D Shrubs,05,    , $89.66 , $89.66 ,,,014949213124,2,2,2,11/25/14  ,0,          ,0,          ,, $76.00 , $13.66 
060185TR,,,, 5 TREE,CA,2,Magnolia x 'Vulcan'                                         ,Vulcan Magnolia                                             ,DCS,D Shrubs,05,    ,, $40.96 ,,,014949032961,0,2,2,11/25/14  ,0,          ,0,          ,, $35.50 , $5.46 
064412,,,,2,CA,5,Philadelphus x virginalis 'Dwarf Snowflake'                 ,Dwarf Snowflake Mock Orange                                 ,DCS,D Shrubs,04,    ,, $16.98 ,,,014949644126,0,5,5,04/01/15  ,0,          ,0,          ,, $14.25 , $2.73 
064425,,,,5,CA,5,Philadelphus x virginalis 'Natchez'                         ,Natchez Mock Orange                                         ,DCS,D Shrubs,04,    ,, $26.96 ,,,014949644256,0,5,5,04/01/15  ,0,          ,0,          ,, $21.50 , $5.46 
405153,,,,3,CT,5,Philadelphus x virginalis 'Romantic Knight'                 ,Romantic Knight Mock Orange,DCS,D Shrubs,04,    ,,,, * ,014949395349,0,74,74,09/01/14  ,0,          ,0,          ,, * , $1.54 
074671S,,,,SuperOne TM,OR,10,Physocarpus opulifolious Coppertina™,Coppertina™  Ninebark,DCS,D Shrubs,03,2011, $12.24 ,,,,014949336410,11,193,193,10/01/14  ,0,          ,0,          ,, $10.50 , $1.74 
074672S,,,,SuperTwo,OR,5,Physocarpus opulifolious Coppertina™,Coppertina™  Ninebark,DCS,D Shrubs,03,2011, $20.49 ,,,,014949336427,153,153,153,10/01/14  ,0,          ,0,          ,, $17.00 , $3.49 
